uniprot_id	disopred3perc	iupredperc	abundance	uniprot_symbols	entrez_id	HI	OE	new_oe	drlps_drivers	drpls_clients	dr_all_phase_sep
P40555	17.27	6.36	8.75	"NAS2 YIL007C"	NA	NA	NA	NA	NA	NA	NA
P40556	18.49	2.68	1.21	YIA6 NDT1 YIL006W	YIL006W	NA	1	NA	NA	NA	NA
P40557	16.54	3.28	57.4	EPS1 YIL005W YIA5W	NA	NA	NA	NA	NA	NA	NA
P40558	7.5	8.87	10.2	CFD1 DRE3 RIX19 YIL003W YIA3W	NA	NA	NA	NA	NA	NA	NA
P40559	8.56	3.69	3.07	INP51 SJL1 YIL002C YIA2C	NA	NA	NA	NA	NA	NA	NA
P40560	6.04	0	2.32	YIL001W YIA1W	NA	NA	NA	NA	NA	NA	1
P40561	38	64.4	67.3	SGN1 RBP29 YIR001C YIB1C	YIR001C	NA	1	NA	NA	NA	NA
P40562	40.98	13.49	2.31	MPH1 YIR002C YIB2C	NA	NA	NA	NA	NA	NA	NA
P40563	99.85	98.82	46.8	AIM21 YIR003W YIB3W	NA	NA	NA	NA	NA	NA	NA
P40564	25.69	38.42	110	DJP1 ICS1 PAS22 YIR004W YIB4W	YIR004W	NA	1	NA	NA	1	1
P40565	22.97	2.02	8.87	IST3 SNU17 YIR005W YIB5W	YIR005W	1	NA	NA	NA	NA	NA
P40566	9.81	6.54	9.62	EGH1 YIR007W YIB7W	NA	NA	NA	NA	NA	NA	NA
P40567	20.72	17.11	8.11	MSL1 YIR009W YIB9W	YIR009W	1	NA	NA	NA	NA	NA
P40568	72.22	60.93	13.1	DSN1 YIR010W YIB10W	NA	NA	NA	NA	NA	1	1
P40569	39.66	23.14	1.25	GAT4 YIR013C	YIR013C	NA	1	NA	NA	NA	NA
P40570	15.28	0.82	1.94	VLD1 YIR014W	NA	NA	NA	NA	NA	NA	NA
P40571	15.97	22.91	16.2	RPR2 YIR015W	NA	NA	NA	NA	NA	NA	NA
P40572	24.9	53.96	1.49	YIR016W	NA	NA	NA	NA	NA	NA	NA
P40573	31.01	49.73	5.4	MET28 YIR017C	NA	NA	NA	NA	NA	NA	NA
P40574	49.79	57.14	3.7	YAP5 YIR018W	NA	NA	NA	NA	NA	NA	NA
P40575	1	0	1.22	YIR020C	NA	NA	NA	NA	NA	NA	NA
P40576	22.22	10.64	48.8	INA22 YIR024C	NA	NA	NA	NA	NA	NA	NA
P40577	50.27	63.31	1.59	MND2 YIR025W	NA	NA	NA	NA	NA	NA	NA
P40578	54.8	38.9	7.71	MGA2 YIR033W	NA	NA	NA	NA	NA	NA	NA
P40579	0	0	28.6	YIR035C	NA	NA	NA	NA	NA	NA	NA
P40580	0	3.42	39.3	IRC24 YIR036C	NA	NA	NA	NA	NA	NA	NA
P40581	1.22	0	212	HYR1 GPX3 ORP1 YIR037W	NA	NA	NA	NA	NA	NA	NA
P40582	0.85	0	109	GTT1 YIR038C	NA	NA	NA	NA	NA	NA	NA
P40583	24.95	2.04	0.013	YPS6 YIR039C	NA	NA	NA	NA	NA	NA	NA
P40584	0.9	0	0.023	YIR040C	NA	NA	NA	NA	NA	NA	NA
P40585	29.03	0	1.46	PAU15 YIR041W	NA	NA	NA	NA	NA	NA	NA
P40586	1.27	0	1.5	YIR042C	NA	NA	NA	NA	NA	NA	NA
P40587	0.86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40588	13.11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40693	5.9	23.6	85.6	RLP7 RPL7 YNL002C N2014	NA	NA	NA	NA	NA	NA	NA
P40825	4.78	2.44	1164	ALA1 CDC64 YOR335C	YOR335C	NA	1	NA	NA	1	1
P40850	12.04	9.51	71.7	MKT1 YNL085W N2302	NA	NA	NA	NA	NA	1	1
P40851	12.16	1.07	10.2	AXL1 YPR122W P9642.4	NA	NA	NA	NA	NA	NA	NA
P40856	52.64	42.62	97	SAP185 YJL098W J0840	NA	NA	NA	NA	NA	NA	NA
P40857	8.29	0	59.6	PHS1 YJL097W J0902	NA	NA	NA	NA	NA	NA	NA
P40858	27.32	13.66	27.2	MRPL49 YJL096W J0904	NA	NA	NA	NA	NA	NA	NA
P40884	0.34	1.03	1.59	IMA5 YJL216C HRF581 J0228	NA	NA	NA	NA	NA	NA	NA
P40885	12.16	6.7	1.33	HXT9 YJL219W HRC567 J0222	YJL219W	NA	1	NA	NA	NA	NA
P40886	12.82	6.5	7.67	HXT8 YJL214W HRA569 J0232	NA	NA	NA	NA	NA	NA	NA
P40889	27.41	18.2	1.37	YJL225C HRF393/HRD1054 HRF393/HRD732 J0202	NA	NA	NA	NA	NA	NA	NA
P40890	9.68	6.84	4.35	VTH2 YJL222W HRC1549 J0213	NA	NA	NA	NA	NA	NA	NA
P40891	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40892	1.02	3.06	1.84	YJL218W HRA196 J0224	NA	NA	NA	NA	NA	NA	NA
P40893	3.53	1.51	48.2	REE1 YJL217W HRC198 J0226	NA	NA	NA	NA	NA	NA	NA
P40895	4.2	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40896	0.9	0	1.48	YJL213W HRC331 J0234	NA	NA	NA	NA	NA	NA	NA
P40897	10.76	6.88	29.2	OPT1 GSH11 HGT1 YJL212C HRD799 J0236	NA	NA	NA	NA	NA	NA	NA
P40898	4.76	0	1.34	YJL211C HRD147 J0238	NA	NA	NA	NA	NA	NA	NA
P40917	45.76	70.84	2.54	CIN5 HAL6 SDS15 YAP4 YOR028C OR26.18	NA	NA	NA	NA	NA	NA	NA
P40955	17.69	1.34	11.8	CHS6 CSD3 YJL099W J0838	NA	NA	NA	NA	NA	NA	NA
P40956	59.59	29.29	28.5	GTS1 LSR1 YGL181W	NA	NA	NA	NA	NA	NA	NA
P40957	21.36	35.78	33	MAD1 YGL086W	NA	NA	NA	NA	NA	NA	NA
P40958	1.02	1.53	11.8	MAD2 YJL030W J1256	NA	NA	NA	NA	NA	NA	NA
P40959	26.41	20.93	27	MVP1 YMR004W YM8270.06	NA	NA	NA	NA	NA	NA	NA
P40960	24.95	28.51	6.49	PAC11 YDR488C	NA	NA	NA	NA	NA	NA	NA
P40961	13.24	9.4	98.7	PHB1 PHB YGR132C	NA	NA	NA	NA	NA	NA	NA
P40962	24.56	46.55	39.7	RTS2 YOR077W YOR29-28	NA	NA	NA	NA	NA	NA	NA
P40963	12.42	5.02	2.34	SAS2 ESO1 YMR127C YM9553.03C	NA	NA	NA	NA	NA	NA	NA
P40965	12.18	2.73	1.75	MSH4 YFL003C	NA	NA	NA	NA	NA	NA	NA
P40968	19.56	25.93	14.9	CDC40 PRP17 SLU4 XRS2 YDR364C D9481.11	NA	NA	NA	NA	NA	NA	NA
P40969	5.92	1.8	23.5	CEP3 CBF3 CBF3B CSL1 YMR168C YM8520.17C	NA	NA	NA	NA	NA	NA	NA
P40970	7.84	1.6	505	LCB2 SCS1 TSC1 YDR062W D4246 YD9609.16	NA	NA	NA	NA	NA	NA	NA
P40971	43.54	28.86	6.2	LYS14 YDR034C YD9673.04C	NA	NA	NA	NA	NA	NA	NA
P40975	4.65	0	869	PMP2 YEL017C-A YEL017BC	NA	NA	NA	NA	NA	NA	NA
P40985	17.26	8.07	1.46	HUL4 YJR036C J1608	NA	NA	NA	NA	NA	NA	NA
P40986	21.18	6.31	26.8	CDC1 DSR1 ESP2 YDR182W YD9395.16	YDR182W	NA	1	NA	NA	NA	NA
P40987	4.63	0	10.8	CIN1 YOR349W O6350	NA	NA	NA	NA	NA	NA	NA
P40988	11.59	3.07	13.4	FET4 YMR319C YM9924.11C	NA	NA	NA	NA	NA	NA	NA
P40989	14.56	11.29	125	GSC2 FKS2 GLS2 YGR032W	YGR032W	NA	1	NA	NA	NA	NA
P40990	3.98	0	19.8	MSS2 YDL107W D2340	YDL107W	NA	1	NA	NA	NA	NA
P40991	41.26	37.21	332	NOP2 YNA1 YNL061W N2428 YNL2428W	YNL061W	1	NA	1	NA	1	1
P40992	16.14	3.3	6.68	RRN7 YJL025W J1273	NA	NA	NA	NA	NA	NA	NA
P40993	50.5	36.86	3.94	SNM1 YDR478W D8035.21	NA	NA	NA	NA	NA	1	1
P40994	3.27	0	271	ARF3 YOR094W YOR3172W	NA	NA	NA	NA	NA	NA	NA
P41056	2.8	0.93	775	RPL33B RPL37B YOR234C O5224	NA	NA	NA	NA	NA	NA	NA
P41057	7.14	0	829	RPS29A RPS36A YS29A YLR388W L8084.11	YLR388W	1	NA	NA	NA	NA	NA
P41058	8.92	0	888	RPS29B RPS36B YS29B YDL061C	YDL061C	1	NA	NA	NA	NA	NA
P41277	1.2	2	4643	GPP1 RHR2 YIL053W	NA	NA	NA	NA	NA	1	1
P41318	0.33	12.21	27.8	LST8 YNL006W N2005	NA	NA	NA	NA	NA	1	1
P41338	0.25	7.53	805	ERG10 YPL028W LPB3	NA	NA	NA	NA	NA	NA	NA
P41543	6.09	0.63	182	OST1 NLT1 YJL002C J1404	YJL002C	NA	1	NA	NA	NA	NA
P41544	26.6	0	5.54	SYS1 YJL004C J1402 YJR83.17	NA	NA	NA	NA	NA	NA	NA
P41546	68.9	55.46	62.4	HAC1 ERN4 IRE15 IRE2 YFL031W	YFL031W	NA	1	NA	NA	NA	NA
P41695	43.97	32.71	4.64	BUB1 YGR188C G7542	NA	NA	NA	NA	NA	NA	NA
P41696	73.85	82.71	5.96	AZF1 YOR113W O3244 YOR3244W	NA	NA	NA	NA	NA	NA	NA
P41697	43.27	38.32	33.1	BUD6 AIP3 YLR319C L8543.5	NA	NA	NA	NA	NA	1	1
P41698	78.1	73.63	1.94	BUD8 YLR353W L9638.3	YLR353W	NA	1	NA	NA	NA	NA
P41733	5.83	0	2.31	GAB1 CDC91 YLR459W L9122.2	NA	NA	NA	NA	NA	NA	NA
P41734	0.42	0	10.5	IAH1 EST2 YOR126C O3287 YOR3287C	NA	NA	NA	NA	NA	1	1
P41735	17.59	15.02	1.92	CAT5 COQ7 YOR125C O3284 YOR3284C	NA	NA	NA	NA	NA	NA	NA
P41800	31.69	9.85	18.3	MMM1 YME6 YLL006W L1357	YLL006W	NA	1	NA	NA	NA	NA
P41805	1.35	1.8	2090	RPL10 GRC5 QSR1 YLR075W	NA	NA	NA	NA	NA	NA	NA
P41806	14.28	11.68	29.1	VMA21 YGR105W	NA	NA	NA	NA	NA	NA	1
P41807	1.25	0	416	VMA13 CLS11 YPR036W YP3085.02	NA	NA	NA	NA	NA	NA	NA
P41808	6.18	0	6.89	SMK1 YPR054W YP9499.10	NA	NA	NA	NA	NA	NA	NA
P41809	91.28	33.57	1.73	HKR1 YDR420W	NA	NA	NA	NA	NA	NA	NA
P41810	10.68	4	358	SEC26 YDR238C YD8419.05C	YDR238C	NA	1	NA	NA	1	1
P41811	7.98	10.12	1035	SEC27 YGL137W G2827	NA	NA	NA	NA	NA	1	1
P41812	32.8	18.85	11.7	POP1 YNL221C N1285	NA	NA	NA	NA	NA	NA	1
P41813	69.48	64.38	8.61	FKH2 YNL068C N2403 YNL2403C	NA	NA	NA	NA	NA	NA	NA
P41814	22.38	12.76	36.5	GCD10 TIF33 TRM6 YNL062C N2422	NA	NA	NA	NA	NA	NA	NA
P41815	10.59	8.6	79.7	BAP3 PAP1 YDR046C YD9609.02C	NA	NA	NA	NA	NA	NA	NA
P41816	2	4	3.19	OYE3 YPL171C P2291	NA	NA	NA	NA	NA	NA	NA
P41817	77.45	55.55	5.35	CUP9 YPL177C	NA	NA	NA	NA	NA	NA	NA
P41818	67.24	95.63	81.9	GLC8 YMR311C YM9924.03C	NA	NA	NA	NA	NA	NA	NA
P41819	6.91	6.91	28.3	DIM1 YPL266W	NA	NA	NA	NA	NA	1	1
P41821	16.6	1.64	25.6	MID1 YNL291C N0530	NA	NA	NA	NA	NA	NA	NA
P41832	62.41	50.43	16.7	BNI1 PPF3 SHE5 YNL271C N0646	NA	NA	NA	NA	NA	1	1
P41833	24.16	11.83	1.86	IME4 SPO8 YGL192W G1337	NA	NA	NA	NA	NA	NA	NA
P41834	26.58	8.09	7.71	UFE1 YOR075W YOR29-26	NA	NA	NA	NA	NA	NA	NA
P41835	0.92	2.03	2.02	THI6 YPL214C	NA	NA	NA	NA	NA	NA	NA
P41895	68.43	76.05	32.9	TFG1 SSU71 YGR186W G7526	NA	NA	NA	NA	NA	NA	NA
P41896	46.75	51.25	10.3	TFG2 YGR005C	NA	NA	NA	NA	NA	NA	NA
P41901	24.41	12.3	2.42	SPR3 YGR059W	NA	NA	NA	NA	NA	NA	NA
P41902	1.44	0	1.47	CRS5 YOR031W O2675	NA	NA	NA	NA	NA	NA	NA
P41903	4.29	8.88	4.87	TES1 PTE1 YJR019C J1456	YJR019C	NA	1	NA	NA	NA	NA
P41909	15.28	1.72	2.73	PXA1 PAL1 PAT2 SSH2 YPL147W LPI1W P2607	NA	NA	NA	NA	NA	NA	NA
P41910	41.01	42.02	22	MAF1 YDR005C YD8119.11C	NA	NA	NA	NA	NA	NA	NA
P41911	18.18	4.77	360	GPD2 GPD3 YOL059W O1222	NA	NA	NA	NA	NA	NA	NA
P41912	6.32	12.65	8.18	SHR5 ERF4 YOL110W HRC237	NA	NA	NA	NA	NA	NA	NA
P41913	58.62	71.26	17.4	GDS1 YOR355W	YOR355W	NA	1	NA	NA	NA	NA
P41920	35.32	33.33	360	YRB1 CST20 HTN1 SFO1 YDR002W YD8119.08	NA	NA	NA	NA	NA	NA	NA
P41921	4.14	0.41	208	GLR1 YPL091W LPG17W	NA	NA	NA	NA	NA	NA	NA
P41930	7.64	0.43	1.39	SSU1 YPL092W LPG16W	NA	NA	NA	NA	NA	NA	NA
P41939	0.72	3.64	55.9	IDP2 YLR174W L9470.12	NA	NA	NA	NA	NA	NA	NA
P41940	0.55	0	3349	PSA1 MPG1 SRB1 VIG9 YDL055C	NA	NA	NA	NA	NA	NA	NA
P41948	13.22	10.82	8.58	MEP2 AMT2 YNL142W N1207 N1820	NA	NA	NA	NA	NA	NA	NA
P42073	30.01	38.83	70.8	REF2 YDR195W YD9346.06	NA	NA	NA	NA	NA	NA	NA
P42222	0	2.05	10.5	ERR3 YMR323W YM9924.15	NA	NA	NA	NA	NA	NA	NA
P42223	57.4	31.13	2.24	SBE2 YDR351W D9476.7	YDR351W	NA	1	NA	NA	NA	NA
P42826	6.83	1.66	39.1	XKS1 YGR194C G7584	NA	NA	NA	NA	NA	NA	NA
P42833	9.81	0.37	0.115	HXT14 HXT9 YNL318C N0345	NA	NA	NA	NA	NA	NA	NA
P42834	6.84	15.75	8.01	MDJ2 YNL328C N0315	NA	NA	NA	NA	NA	NA	NA
P42835	79.53	11.91	47	EGT2 YNL327W N0320	NA	NA	NA	NA	NA	NA	NA
P42836	17.26	0	21.6	PFA3 YNL326C N0325	NA	NA	NA	NA	NA	NA	NA
P42837	21.38	4.32	6.34	FIG4 YNL325C N0330	NA	NA	NA	NA	NA	NA	NA
P42838	13.28	8.45	56.2	LEM3 BRE3 ROS3 YNL323W N0333	NA	NA	NA	NA	NA	NA	NA
P42839	31.82	21.91	5.46	VNX1 YNL321W N0339	NA	NA	NA	NA	NA	NA	NA
P42840	7.74	0	4.28	YNL320W N0342	NA	NA	NA	NA	NA	NA	NA
P42841	10.96	15.26	61.9	PFS2 YNL317W N0348	NA	NA	NA	NA	NA	NA	NA
P42842	13.49	0.11	168	EMW1 YNL313C N0364	NA	NA	NA	NA	NA	1	1
P42843	17.03	6.15	13	SKP2 YNL311C N0376	YNL311C	NA	1	NA	NA	NA	NA
P42844	50	14.94	29.6	ZIM17 FMP28 HEP1 TIM15 YNL310C N0381	NA	NA	NA	NA	NA	NA	NA
P42845	81.19	96.66	7.77	STB1 YNL309W N0384	NA	NA	NA	NA	NA	NA	NA
P42846	59.39	69.71	297	KRI1 YNL308C N0388	NA	NA	NA	NA	NA	1	1
P42847	35.48	0.92	42.9	MRPS18 YNL306W N0397	NA	NA	NA	NA	NA	NA	NA
P42883	0.58	0	1.56	THI12 YNL332W N0295	NA	NA	NA	NA	NA	NA	NA
P42884	6.91	4.25	1.42	AAD14 YNL331C N0300	NA	NA	NA	NA	NA	NA	NA
P42900	18.5	10.41	30.5	SLS1 YLR139C L3162	NA	NA	NA	NA	NA	NA	NA
P42933	25.46	0.53	1.69	SPG5 YMR191W YM9646.03	NA	NA	NA	NA	NA	NA	NA
P42934	8.82	4.61	1.76	PMT6 YGR199W G7722	NA	NA	NA	NA	NA	NA	NA
P42935	3.29	5.2	104	ELP2 TOT2 YGR200C G7725	NA	NA	NA	NA	NA	NA	NA
P42936	0.88	0	4.74	YGR201C G7727	NA	NA	NA	NA	NA	NA	NA
P42937	2.02	0	34.1	YCH1 YGR203W G7731	NA	NA	NA	NA	NA	NA	NA
P42938	0.68	0.68	45.5	TDA10 YGR205W G7737	NA	NA	NA	NA	NA	NA	NA
P42939	7.92	11.88	9.21	MVB12 YGR206W G7740	NA	NA	NA	NA	NA	NA	NA
P42940	3.06	3.06	248	CIR1 YGR207C G7742	NA	NA	NA	NA	NA	NA	NA
P42941	0.97	0	224	SER2 YGR208W G7744	NA	NA	NA	NA	NA	NA	NA
P42942	3.64	2.43	99.9	YGR210C G7748	NA	NA	NA	NA	NA	NA	NA
P42943	5.63	4.36	259	CCT7 YJL111W J0804	YJL111W	1	1	1	NA	NA	NA
P42944	84.93	68.05	5.08	GZF3 YJL110C J0806	YJL110C	NA	1	NA	NA	NA	NA
P42945	14.52	0.9	367	UTP10 YJL109C J0808	NA	NA	NA	NA	NA	1	1
P42946	2.87	0	0.225	PRM10 YJL108C J0811	NA	NA	NA	NA	NA	NA	NA
P42947	82.68	74.93	12.1	YJL107C J0813	NA	NA	NA	NA	NA	NA	NA
P42948	48.21	33.57	1.53	SET4 YJL105W J0819	YJL105W	NA	1	NA	NA	NA	NA
P42949	33.55	36.91	109	PAM16 TIM16 YJL104W J0822	NA	NA	NA	NA	NA	NA	NA
P42950	48.38	31.39	2.72	GSM1 YJL103C J0824	NA	NA	NA	NA	NA	NA	NA
P42951	30.14	24.05	1.8	LSB6 YJL100W J0834	NA	NA	NA	NA	NA	NA	NA
P43122	6.14	0	11.7	QRI7 YDL104C D2366	NA	NA	NA	NA	NA	NA	NA
P43123	0.2	4.61	162	QRI1 UAP1 YDL103C D2362	YDL103C	NA	1	NA	NA	NA	NA
P43124	30.34	42.78	2.07	NSE4 QRI2 YDL105W D2354	NA	NA	NA	NA	NA	NA	NA
P43132	25.94	15.44	12	BRE2 CPS60 YLR015W	NA	NA	NA	NA	NA	NA	NA
P43321	15.84	21.78	4.43	SMD3 YLR147C L9634.6	NA	NA	NA	NA	NA	NA	NA
P43497	14.13	42.39	435	CWP2 LPR1 YKL096W-A YKL096BW YKL444	NA	NA	NA	NA	NA	NA	NA
P43534	0.58	0	2.48	THI5 MOL2 YFL058W	NA	NA	NA	NA	NA	NA	NA
P43535	22.07	2.52	285	GCN20 YFR009W	NA	NA	NA	NA	NA	1	1
P43537	68.57	50.28	1.46	YFL067W	NA	NA	NA	NA	NA	NA	NA
P43538	0.76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43539	0.98	0	1.68	YFL065C	NA	NA	NA	NA	NA	NA	NA
P43540	2.29	0	1.66	YFL064C	NA	NA	NA	NA	NA	NA	NA
P43541	5.29	0	1.33	YFL063W	NA	NA	NA	NA	NA	NA	NA
P43542	9.23	0	2.07	COS4 YFL062W	NA	NA	NA	NA	NA	NA	NA
P43544	0.9	0	3	SNO3 YFL060C	NA	NA	NA	NA	NA	NA	NA
P43545	0.67	0.33	2.8	SNZ3 YFL059W	NA	NA	NA	NA	NA	NA	NA
P43546	8.55	10.52	1.53	YFL057C	NA	NA	NA	NA	NA	NA	NA
P43547	1.41	0	1.53	AAD6 YFL056C	NA	NA	NA	NA	NA	NA	NA
P43548	11.11	0.53	1.51	AGP3 YFL055W	NA	NA	NA	NA	NA	NA	NA
P43549	53.09	47.52	0.137	AQY3 YFL054C	NA	NA	NA	NA	NA	NA	NA
P43550	4.9	4.06	1.5	DAK2 YFL053W	NA	NA	NA	NA	NA	NA	NA
P43551	6.23	2.15	1.55	ZNF1 YFL052W	NA	NA	NA	NA	NA	NA	NA
P43552	15.62	0.62	1.33	YFL051C	NA	NA	NA	NA	NA	NA	NA
P43553	61.18	42.19	19	ALR2 YFL050C	NA	NA	NA	NA	NA	NA	NA
P43554	29.37	22.47	29.6	SWP82 YFL049W	YFL049W	NA	1	NA	NA	NA	NA
P43555	26.74	9.66	87.9	EMP47 YFL048C	NA	NA	NA	NA	NA	NA	NA
P43556	18.34	4.2	32.9	RGD2 YFL047W	NA	NA	NA	NA	NA	NA	NA
P43557	14.49	0.48	2.3	FMP32 YFL046W	NA	NA	NA	NA	NA	NA	NA
P43558	12.29	16.94	25	OTU1 YFL044C	NA	NA	NA	NA	NA	NA	NA
P43560	54.45	40.35	5.09	LAM5 LTC2 YFL042C	NA	NA	NA	NA	NA	NA	NA
P43561	7.71	2.89	64.3	FET5 YFL041W	NA	NA	NA	NA	NA	NA	NA
P43562	11.48	4.81	1.35	YFL040W	YFL040W	NA	1	NA	NA	NA	NA
P43563	32.05	28.91	27.4	MOB2 YFL034C-B YFL035C YFL035C-A	NA	NA	NA	NA	NA	NA	NA
P43564	52.28	45.2	10.2	MIL1 YFL034W	YFL034W	NA	1	NA	NA	NA	NA
P43565	64.23	39.77	1.93	RIM15 TAK1 YFL033C	NA	NA	NA	NA	NA	NA	1
P43566	25.47	8.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43567	0.51	0	21.8	AGX1 YFL030W	NA	NA	NA	NA	NA	NA	NA
P43568	6.79	2.44	21.7	CAK1 CIV1 YFL029C	NA	NA	NA	NA	NA	NA	NA
P43569	3.11	1.73	64.6	CAF16 YFL028C	NA	NA	NA	NA	NA	NA	NA
P43570	7.64	0.2	6.3	GYP8 YFL027C	YFL027C	NA	1	NA	NA	NA	NA
P43571	13.21	0.58	0.419	BST1 YFL025C	NA	NA	NA	NA	NA	NA	NA
P43572	42.42	35.93	10.6	EPL1 YFL024C	NA	NA	NA	NA	NA	NA	NA
P43573	75.87	67.71	26	BUD27 URI YFL023W	YFL023W	NA	1	NA	NA	NA	NA
P43574	71.17	53.13	20.4	GAT1 YFL021W	NA	NA	NA	NA	NA	NA	NA
P43575	26.22	0	1.51	PAU5 YFL020C	NA	NA	NA	NA	NA	NA	NA
P43576	2.56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43577	0.62	0	72.8	GNA1 PAT1 YFL017C	NA	NA	NA	NA	NA	NA	NA
P43578	9.14	8.53	1.42	YFL015C	NA	NA	NA	NA	NA	NA	NA
P43579	40.02	41.47	26	IES1 YFL013C	NA	NA	NA	NA	NA	NA	NA
P43580	8.78	18.91	1.47	YFL012W	NA	NA	NA	NA	NA	NA	NA
P43581	10.07	0	5.41	HXT10 YFL011W	YFL011W	NA	1	NA	NA	NA	NA
P43582	54.02	81.51	58.2	WWM1 YFL010C	NA	NA	NA	NA	NA	NA	NA
P43583	18.05	4.66	29	BLM10 BLM3 YFL007W YFL006W	NA	NA	NA	NA	NA	1	1
P43585	21.85	10.62	369	VTC2 PHM1 YFL004W	NA	NA	NA	NA	NA	NA	NA
P43586	58.82	64.21	48.5	LOC1 YFR001W	YFR001W	1	NA	NA	NA	NA	NA
P43587	74.19	98.06	9.6	YPI1 YFR003C	NA	NA	NA	NA	NA	NA	NA
P43588	12.09	12.74	248	RPN11 MPR1 YFR004W	YFR004W	1	NA	1	NA	NA	NA
P43589	5.8	3.12	5.74	SAD1 YFR005C	NA	NA	NA	NA	NA	NA	NA
P43590	13.08	0	62.5	YFR006W	NA	NA	NA	NA	NA	NA	NA
P43591	12.46	1.41	3.74	YFH7 AIM12 YFR007W	NA	NA	NA	NA	NA	NA	NA
P43592	18.55	24.88	6.97	FAR7 YFR008W	NA	NA	NA	NA	NA	NA	NA
P43593	16.83	10.62	176	UBP6 YFR010W	NA	NA	NA	NA	NA	1	1
P43594	18.23	12.35	96.5	MIC19 AIM13 MCS19 YFR011C	NA	NA	NA	NA	NA	NA	NA
P43595	14.35	0.49	1.48	DCV1 YFR012W	NA	NA	NA	NA	NA	NA	NA
P43596	35.06	33.67	22.8	IOC3 YFR013W	YFR013W	NA	1	NA	NA	NA	NA
P43597	92.29	90.1	91.2	YFR016C	NA	NA	NA	NA	NA	NA	NA
P43598	25.12	89.74	15.4	IGD1 YFR017C	NA	NA	NA	NA	NA	NA	NA
P43599	10.74	0	28.1	YFR018C	NA	NA	NA	NA	NA	NA	NA
P43600	6.89	2.15	1.52	CSS2 YFR020W	NA	NA	NA	NA	NA	NA	NA
P43601	31	19.4	19	ATG18 AUT10 CVT18 NMR1 SVP1 YFR021W	NA	NA	NA	NA	NA	NA	1
P43602	47.88	35.47	1.48	ROG3 YFR022W	NA	NA	NA	NA	NA	NA	NA
P43603	39.65	42.04	72.4	LSB3 YFR024C-A YFR024C	NA	NA	NA	NA	NA	NA	NA
P43604	8.28	14.79	6.63	ULI1 YFR026C	NA	NA	NA	NA	NA	NA	NA
P43605	4.98	25.62	2.28	ECO1 CTF7 YFR027W	NA	NA	NA	NA	NA	NA	NA
P43606	24.77	15.78	1.19	PTR3 APF3 SSY3 YFR029W	NA	NA	NA	NA	NA	NA	NA
P43607	25.95	36.33	1.35	RRT5 YFR032C	NA	NA	NA	NA	NA	NA	NA
P43608	5.26	0	1.31	YFR035C	NA	NA	NA	NA	NA	NA	NA
P43609	46.67	19.03	165	RSC8 SWH3 YFR037C	NA	NA	NA	NA	NA	1	1
P43610	38.1	21.1	13.7	IRC5 YFR038W	NA	NA	NA	NA	NA	NA	NA
P43611	21.56	9.21	30.9	OSW7 YFR039C	YFR039C	NA	1	NA	NA	NA	NA
P43612	47	35.62	64.1	SAP155 YFR040W	NA	NA	NA	NA	NA	NA	NA
P43613	25.42	12.2	16.6	ERJ5 YFR041C	NA	NA	NA	NA	NA	NA	NA
P43614	2	0	0.099	KEG1 YFR042W	NA	NA	NA	NA	NA	NA	NA
P43615	5.48	1.26	1.46	IRC6 YFR043C	NA	NA	NA	NA	NA	NA	NA
P43616	0.83	0	425	DUG1 YFR044C	NA	NA	NA	NA	NA	NA	NA
P43617	9.38	0	3.43	YFR045W	NA	NA	NA	NA	NA	NA	NA
P43618	44.04	67.31	14.4	CNN1 YFR046C	NA	NA	NA	NA	NA	NA	NA
P43619	0.33	0	43.6	BNA6 QPT1 YFR047C	NA	NA	NA	NA	NA	NA	NA
P43620	48.64	50.9	17.2	RMD8 YFR048W	NA	NA	NA	NA	NA	NA	NA
P43621	24.54	28.93	238	RET2 YFR051C	NA	NA	NA	NA	NA	NA	NA
P43622	2.6	3.64	3.41	YFR054C	NA	NA	NA	NA	NA	NA	NA
P43623	2.64	0	19.2	IRC7 YFR055W	NA	NA	NA	NA	NA	NA	NA
P43624	4.91	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43625	29.8	0	1.64	YFR057W	NA	NA	NA	NA	NA	NA	NA
P43633	60	34.47	18.7	ALK1 YGL021W G3686	NA	NA	NA	NA	NA	NA	NA
P43634	22.68	18.05	4.69	CHA4 SIL2 SIL3 YLR098C L8004.8	NA	NA	NA	NA	NA	NA	NA
P43635	6.58	0	25.6	CIT3 YPR001W YP9723.01	NA	NA	NA	NA	NA	NA	NA
P43636	2.98	0	31.4	ALG2 YGL065C	NA	NA	NA	NA	NA	NA	NA
P43637	36.6	4.82	0.343	TOS3 YGL179C G1618	NA	NA	NA	NA	NA	NA	NA
P43638	63.16	54.64	35.3	MHP1 YJL042W J1206	NA	NA	NA	NA	NA	NA	NA
P43639	20.5	21.22	98.5	CKB1 YGL019W	NA	NA	NA	NA	NA	NA	NA
