"uniprot_id"	"disopred_percent_bin"	"iupred_percent_bin"
"11296"	"Q53H64"	"low"	"low"
"11297"	"A6NHY2"	"low"	"mid"
"11298"	"Q9HBW9"	"low"	"low"
"11299"	"P06280"	"low"	"low"
"11300"	"Q6IQ32"	"high"	"high"
"11301"	"P52594"	"high"	"high"
"11302"	"O43707"	"low"	"mid"
"11303"	"Q9UHB7"	"high"	"high"
"11304"	"O15084"	"low"	"low"
"11305"	"P54802"	"low"	"low"
"11306"	"P16066"	"low"	"low"
"11307"	"P62330"	"low"	"low"
"11308"	"P84085"	"low"	"low"
"11309"	"Q9Y6Q5"	"low"	"low"
"11310"	"Q92888"	"high"	"high"
"11311"	"O94973"	"mid"	"mid"
"11312"	"Q13367"	"mid"	"mid"
"11313"	"Q92527"	"low"	"low"
"11314"	"Q01484"	"high"	"high"
"11315"	"P0C7U1"	"low"	"low"
"11316"	"Q9H7F0"	"mid"	"low"
"11317"	"Q9ULK2"	"high"	"high"
"11318"	"Q16720"	"mid"	"mid"
"11319"	"Q96LT7"	"low"	"low"
"11320"	"Q5TBE3"	"mid"	"high"
"11321"	"Q7Z3C6"	"high"	"mid"
"11322"	"P56211"	"mid"	"high"
"11323"	"Q7L4S7"	"mid"	"high"
"11324"	"Q9H3M9"	"high"	"high"
"11325"	"P54252"	"high"	"high"
"11326"	"Q156A1"	"high"	"low"
"11327"	"P03928"	"low"	"low"
"11328"	"Q8N815"	"mid"	"low"
"11329"	"Q9P126"	"mid"	"low"
"11330"	"Q96IX5"	"mid"	"low"
"11331"	"P56378"	"mid"	"low"
"11332"	"P24311"	"low"	"mid"
"11333"	"P01189"	"high"	"high"
"11334"	"Q9Y6H3"	"mid"	"mid"
"11335"	"Q9NY43"	"high"	"high"
"11336"	"O95696"	"high"	"high"
"11337"	"Q0VDD7"	"high"	"high"
"11338"	"Q9ULD4"	"high"	"high"
"11339"	"Q8N3I7"	"low"	"low"
"11340"	"Q10588"	"mid"	"low"
"11341"	"Q8TD16"	"high"	"high"
"11342"	"O00478"	"mid"	"mid"
"11343"	"O95999"	"high"	"high"
"11344"	"Q6ZMB0"	"mid"	"mid"
"11345"	"Q7Z465"	"high"	"high"
"11346"	"P51671"	"mid"	"mid"
"11347"	"Q8N4T8"	"low"	"low"
"11348"	"O60756"	"low"	"low"
"11349"	"P16152"	"low"	"mid"
"11350"	"Q8N5N4"	"high"	"high"
"11351"	"Q9H425"	"high"	"high"
"11352"	"Q16568"	"mid"	"low"
"11353"	"Q6IMN6"	"high"	"high"
"11354"	"Q8WXF5"	"low"	"mid"
"11355"	"Q7Z7K0"	"low"	"mid"
"11356"	"Q6NV74"	"high"	"high"
"11357"	"O94850"	"high"	"high"
"11358"	"O75064"	"high"	"high"
"11359"	"Q6ZUT9"	"mid"	"mid"
"11360"	"Q8TCX1"	"mid"	"mid"
"11361"	"Q9Y5R5"	"high"	"high"
"11362"	"Q6P158"	"mid"	"mid"
"11363"	"O60479"	"high"	"high"
"11364"	"O96015"	"low"	"low"
"11365"	"Q96Q80"	"low"	"mid"
"11366"	"Q9HCM4"	"high"	"high"
"11367"	"Q14574"	"mid"	"mid"
"11368"	"Q9NRF9"	"high"	"high"
"11369"	"Q9Y295"	"low"	"low"
"11370"	"A0A1B0GTR0"	"mid"	"low"
"11371"	"Q9P2K8"	"mid"	"mid"
"11372"	"Q5VUJ9"	"high"	"high"
"11373"	"Q14204"	"mid"	"low"
"11374"	"Q8TB45"	"mid"	"mid"
"11375"	"P00519"	"high"	"high"
"11376"	"P78314"	"high"	"high"
"11377"	"P14060"	"low"	"low"
"11378"	"Q15057"	"mid"	"mid"
"11379"	"Q9Y478"	"mid"	"high"
"11380"	"P34969"	"high"	"low"
"11381"	"O95336"	"low"	"mid"
"11382"	"P25106"	"mid"	"low"
"11383"	"P22303"	"low"	"mid"
"11384"	"P49189"	"low"	"low"
"11385"	"P30556"	"mid"	"low"
"11386"	"C9J069"	"high"	"high"
"11387"	"Q9ULC5"	"low"	"low"
"11388"	"P12814"	"low"	"mid"
"11389"	"Q02410"	"high"	"high"
"11390"	"Q8N9V6"	"mid"	"high"
"11391"	"Q8IVW1"	"low"	"low"
"11392"	"P56746"	"mid"	"low"
"11393"	"O95671"	"low"	"mid"
"11394"	"Q9NR48"	"high"	"high"
"11395"	"O60423"	"mid"	"mid"
"11396"	"Q8IXM2"	"high"	"high"
"11397"	"P53004"	"low"	"low"
"11398"	"Q9NUP1"	"high"	"high"
"11399"	"O75752"	"low"	"low"
"11400"	"P59052"	"mid"	"high"
"11401"	"Q8TDL5"	"low"	"low"
"11402"	"Q6Y288"	"mid"	"low"
"11403"	"Q9Y276"	"low"	"low"
"11404"	"Q9UKI2"	"high"	"high"
"11405"	"Q9NY97"	"mid"	"low"
"11406"	"Q9NWK9"	"high"	"high"
"11407"	"Q9UBR2"	"low"	"low"
"11408"	"Q9H503"	"low"	"low"
"11409"	"P08185"	"low"	"low"
"11410"	"P0C671"	"high"	"high"
"11411"	"Q6NZI2"	"high"	"high"
"11412"	"O60826"	"mid"	"mid"
"11413"	"P15088"	"low"	"low"
"11414"	"A6NHX0"	"low"	"low"
"11415"	"A6NKD9"	"high"	"high"
"11416"	"Q5VU57"	"mid"	"mid"
"11417"	"Q9BWT7"	"high"	"high"
"11418"	"B2RNN3"	"high"	"high"
"11419"	"Q96LT6"	"low"	"low"
"11420"	"Q8TC20"	"high"	"high"
"11421"	"P23435"	"mid"	"low"
"11422"	"Q2M2E5"	"low"	"mid"
"11423"	"P13569"	"mid"	"low"
"11424"	"P31997"	"low"	"mid"
"11425"	"Q9UKY3"	"low"	"low"
"11426"	"Q9GZU0"	"low"	"mid"
"11427"	"Q5T5N4"	"mid"	"mid"
"11428"	"P53567"	"high"	"high"
"11429"	"Q0VF96"	"high"	"high"
"11430"	"A8MT69"	"low"	"low"
"11431"	"Q9BZC1"	"high"	"high"
"11432"	"Q96JM3"	"high"	"high"
"11433"	"P48745"	"low"	"low"
"11434"	"O76031"	"high"	"mid"
"11435"	"Q9BPX3"	"mid"	"mid"
"11436"	"P61024"	"low"	"low"
"11437"	"Q9UBY8"	"low"	"low"
"11438"	"Q8TBE1"	"low"	"low"
"11439"	"Q9H7T3"	"high"	"high"
"11440"	"Q9H0W9"	"low"	"low"
"11441"	"P51801"	"low"	"low"
"11442"	"A0A1B0GVH6"	"mid"	"high"
"11443"	"Q9H9A5"	"mid"	"mid"
"11444"	"Q8N1G2"	"mid"	"mid"
"11445"	"Q5VTT2"	"low"	"low"
"11446"	"H7C241"	"low"	"low"
"11447"	"O14810"	"high"	"high"
"11448"	"Q7Z449"	"low"	"low"
"11449"	"Q86W10"	"low"	"low"
"11450"	"Q9UBW8"	"mid"	"mid"
"11451"	"Q96HD1"	"low"	"low"
"11452"	"Q494W8"	"mid"	"low"
"11453"	"Q96P56"	"high"	"mid"
"11454"	"Q96RT6"	"high"	"high"
"11455"	"Q13618"	"low"	"mid"
"11456"	"Q13620"	"mid"	"mid"
"11457"	"Q8NHQ9"	"mid"	"mid"
"11458"	"Q66K64"	"mid"	"mid"
"11459"	"Q13409"	"high"	"high"
"11460"	"Q13117"	"high"	"mid"
"11461"	"O95424"	"low"	"low"
"11462"	"Q9NQL9"	"high"	"high"
"11463"	"P00367"	"mid"	"low"
"11464"	"Q7Z5P4"	"low"	"low"
"11465"	"Q8TF46"	"low"	"mid"
"11466"	"Q8NCG7"	"low"	"low"
"11467"	"Q96PD7"	"mid"	"low"
"11468"	"Q9HAF1"	"high"	"high"
"11469"	"P0CF75"	"low"	"mid"
"11470"	"O75521"	"mid"	"mid"
"11471"	"P48664"	"mid"	"mid"
"11472"	"Q8TD84"	"mid"	"mid"
"11473"	"Q96FJ2"	"low"	"low"
"11474"	"P09172"	"mid"	"mid"
"11475"	"Q9H2P9"	"low"	"low"
"11476"	"Q13474"	"mid"	"high"
"11477"	"Q9C005"	"mid"	"high"
"11478"	"Q14195"	"mid"	"mid"
"11479"	"Q9BV47"	"mid"	"low"
"11480"	"Q4G0W2"	"mid"	"mid"
"11481"	"Q68J44"	"mid"	"mid"
"11482"	"Q9NX74"	"mid"	"mid"
"11483"	"P63092"	"low"	"mid"
"11484"	"Q9P0I2"	"low"	"low"
"11485"	"P06733"	"low"	"low"
"11486"	"Q6SJ93"	"high"	"mid"
"11487"	"P03951"	"low"	"low"
"11488"	"P0CH98"	"low"	"low"
"11489"	"Q8IYM0"	"high"	"high"
"11490"	"Q96P26"	"high"	"high"
"11491"	"Q96AK3"	"low"	"low"
"11492"	"Q719I0"	"mid"	"mid"
"11493"	"P51648"	"low"	"low"
"11494"	"Q13155"	"mid"	"mid"
"11495"	"O14514"	"high"	"mid"
"11496"	"Q99965"	"mid"	"low"
"11497"	"Q9UKF5"	"mid"	"mid"
"11498"	"P42025"	"low"	"low"
"11499"	"Q562R1"	"low"	"low"
"11500"	"P55196"	"high"	"high"
"11501"	"Q99767"	"high"	"high"
"11502"	"O43488"	"mid"	"mid"
"11503"	"P25054"	"high"	"high"
"11504"	"O15143"	"low"	"low"
"11505"	"Q63HQ0"	"high"	"high"
"11506"	"Q92974"	"high"	"high"
"11507"	"P56377"	"low"	"low"
"11508"	"Q8WXJ9"	"low"	"low"
"11509"	"P05496"	"high"	"low"
"11510"	"Q8N6F1"	"mid"	"mid"
"11511"	"Q5T3Y7"	"low"	"low"
"11512"	"Q6PI77"	"high"	"high"
"11513"	"Q96RK4"	"low"	"mid"
"11514"	"Q5SZJ8"	"high"	"high"
"11515"	"P23560"	"high"	"mid"
"11516"	"O00481"	"low"	"low"
"11517"	"Q7KYR7"	"low"	"low"
"11518"	"P22004"	"high"	"high"
"11519"	"Q86UU0"	"high"	"high"
"11520"	"O95972"	"high"	"mid"
"11521"	"Q9Y5Z0"	"low"	"low"
"11522"	"P12644"	"mid"	"mid"
"11523"	"Q13166"	"low"	"low"
"11524"	"Q92934"	"high"	"high"
"11525"	"Q5RIA9"	"mid"	"mid"
"11526"	"Q9BYV7"	"low"	"low"
"11527"	"A6NLC5"	"mid"	"high"
"11528"	"P47710"	"high"	"high"
"11529"	"Q13185"	"mid"	"high"
"11530"	"Q8TBZ0"	"high"	"high"
"11531"	"Q5VVM6"	"high"	"high"
"11532"	"Q6UXQ4"	"low"	"mid"
"11533"	"Q01518"	"mid"	"mid"
"11534"	"P06881"	"mid"	"mid"
"11535"	"Q9Y376"	"low"	"low"
"11536"	"Q96KC9"	"high"	"high"
"11537"	"P32238"	"high"	"mid"
"11538"	"O75155"	"low"	"low"
"11539"	"Q9BXL6"	"high"	"mid"
"11540"	"Q9NS85"	"low"	"low"
"11541"	"Q9Y4F5"	"high"	"high"
"11542"	"Q9BXL7"	"high"	"high"
"11543"	"Q86Y37"	"high"	"high"
"11544"	"O95813"	"high"	"high"
"11545"	"P13688"	"low"	"high"
"11546"	"P00746"	"low"	"mid"
"11547"	"Q9BY43"	"mid"	"high"
"11548"	"Q71F23"	"high"	"high"
"11549"	"Q5VXM1"	"low"	"low"
"11550"	"Q9NYQ7"	"high"	"high"
"11551"	"Q96BS2"	"low"	"mid"
"11552"	"Q03188"	"high"	"high"
"11553"	"P51685"	"mid"	"low"
"11554"	"P51681"	"low"	"low"
"11555"	"Q9UHD1"	"mid"	"mid"
"11556"	"Q99459"	"high"	"high"
"11557"	"Q8N5K1"	"low"	"low"
"11558"	"Q9P003"	"low"	"low"
"11559"	"A0A140G945"	NA	NA
"11560"	"P49747"	"low"	"high"
"11561"	"Q68CJ9"	"high"	"high"
"11562"	"P31146"	"low"	"mid"
"11563"	"Q9Y215"	"high"	"high"
"11564"	"Q9UGL9"	"high"	"mid"
"11565"	"P15954"	"low"	"low"
"11566"	"Q14061"	"high"	"mid"
"11567"	"P57773"	"high"	"high"
"11568"	"O75712"	"high"	"low"
"11569"	"Q9NTU4"	"high"	"high"
"11570"	"A4D2H0"	"high"	"high"
"11571"	"P36383"	"high"	"high"
"11572"	"P60022"	"mid"	"low"
"11573"	"Q9H295"	"low"	"low"
"11574"	"Q7Z4W1"	"low"	"low"
"11575"	"Q2PZI1"	"low"	"low"
"11576"	"Q68D51"	"high"	"mid"
"11577"	"Q9H3Z4"	"high"	"mid"
"11578"	"Q9NX36"	"mid"	"mid"
"11579"	"A0PJE2"	"low"	"mid"
"11580"	"Q96MA1"	"high"	"high"
"11581"	"Q9P265"	"mid"	"mid"
"11582"	"O75912"	"high"	"mid"
"11583"	"Q12959"	"high"	"high"
"11584"	"O75140"	"high"	"high"
"11585"	"Q9Y315"	"low"	"low"
"11586"	"Q96DC8"	"mid"	"mid"
"11587"	"Q92997"	"high"	"high"
"11588"	"P54792"	"high"	"high"
"11589"	"P51452"	"low"	"low"
"11590"	"A0A0U1RQF7"	NA	NA
"11591"	"Q96DY2"	"mid"	"mid"
"11592"	"Q92874"	"low"	"low"
"11593"	"Q92608"	"mid"	"mid"
"11594"	"Q1HG43"	"mid"	"low"
"11595"	"P21917"	"high"	"mid"
"11596"	"Q9BV81"	"low"	"low"
"11597"	"Q96AY2"	"high"	"high"
"11598"	"Q12926"	"mid"	"mid"
"11599"	"Q6IA86"	"low"	"low"
"11600"	"P60228"	"low"	"low"
"11601"	"Q5RGS3"	"low"	"high"
"11602"	"Q96CS3"	"mid"	"high"
"11603"	"Q4VXF1"	"low"	"high"
"11604"	"Q92567"	"high"	"mid"
"11605"	"A6NL05"	"low"	"high"
"11606"	"Q96GK7"	"low"	"low"
"11607"	"Q9NX05"	"high"	"high"
"11608"	"Q96BN6"	"high"	"high"
"11609"	"O60667"	"high"	"high"
"11610"	"Q9Y256"	"mid"	"low"
"11611"	"Q9NWS6"	"low"	"mid"
"11612"	"Q15024"	"low"	"low"
"11613"	"Q7L775"	"low"	"low"
"11614"	"Q3I5F7"	"low"	"low"
"11615"	"Q5FVE4"	"low"	"low"
"11616"	"P47898"	"mid"	"low"
"11617"	"P15121"	"low"	"low"
"11618"	"P47895"	"mid"	"mid"
"11619"	"Q6DHV7"	"low"	"low"
"11620"	"O00116"	"mid"	"mid"
"11621"	"Q5VUJ5"	"high"	"high"
"11622"	"Q6ZN18"	"high"	"high"
"11623"	"Q99856"	"high"	"high"
"11624"	"O75179"	"high"	"high"
"11625"	"P49703"	"mid"	"low"
"11626"	"Q5JPF3"	"high"	"high"
"11627"	"Q9ULH1"	"high"	"high"
"11628"	"Q9NWX5"	"low"	"low"
"11629"	"Q9Y575"	"low"	"low"
"11630"	"O75185"	"low"	"low"
"11631"	"Q93084"	"low"	"mid"
"11632"	"Q9UIV1"	"low"	"low"
"11633"	"O00499"	"high"	"high"
"11634"	"Q9NWD9"	"mid"	"high"
"11635"	"Q8WUW1"	"low"	"mid"
"11636"	"O43709"	"mid"	"mid"
"11637"	"Q5W0U4"	"low"	"mid"
"11638"	"P55061"	"low"	"low"
"11639"	"Q8NHY0"	"mid"	"low"
"11640"	"P17213"	"low"	"low"
"11641"	"P50747"	"mid"	"mid"
"11642"	"Q9BXK5"	"high"	"high"
"11643"	"Q8WUZ0"	"high"	"high"
"11644"	"Q76KP1"	"high"	"high"
"11645"	"Q8WZ19"	"mid"	"mid"
"11646"	"Q3KRA6"	"low"	"low"
"11647"	"A0A1B0GVN3"	"mid"	"mid"
"11648"	"Q96A33"	"high"	"high"
"11649"	"O14815"	"low"	"mid"
"11650"	"P62955"	"mid"	"low"
"11651"	"Q9NVL8"	"mid"	"high"
"11652"	"H3BU77"	"low"	"high"
"11653"	"A6NF36"	"low"	"mid"
"11654"	"Q9Y426"	"high"	"high"
"11655"	"P20851"	"low"	"low"
"11656"	"P55291"	"mid"	"high"
"11657"	"Q13191"	"high"	"high"
"11658"	"Q6P1W5"	"high"	"high"
"11659"	"Q07108"	"high"	"mid"
"11660"	"Q9Y2D0"	"mid"	"mid"
"11661"	"Q7LBR1"	"mid"	"high"
"11662"	"P40198"	"mid"	"mid"
"11663"	"Q99467"	"low"	"low"
"11664"	"Q9P2D1"	"high"	"high"
"11665"	"Q8N1V2"	"low"	"low"
"11666"	"Q15762"	"mid"	"mid"
"11667"	"Q8WUX9"	"mid"	"mid"
"11668"	"Q96Q40"	"mid"	"low"
"11669"	"O75909"	"high"	"high"
"11670"	"Q8IZL9"	"low"	"mid"
"11671"	"Q96T59"	"mid"	"high"
"11672"	"P51861"	"high"	"low"
"11673"	"Q9UJS0"	"low"	"low"
"11674"	"Q96S95"	"mid"	"high"
"11675"	"O15247"	"low"	"mid"
"11676"	"Q8N910"	"high"	"high"
"11677"	"Q8N7H1"	"high"	"high"
"11678"	"Q6UXZ3"	"high"	"low"
"11679"	"Q96RK1"	"high"	"high"
"11680"	"A4QN01"	"low"	"low"
"11681"	"Q8WZ69"	"low"	"mid"
"11682"	"Q17RW2"	"high"	"high"
"11683"	"Q5TCH4"	"low"	"low"
"11684"	"P11712"	"low"	"low"
"11685"	"Q7Z4L0"	"low"	"mid"
"11686"	"Q02221"	"mid"	"mid"
"11687"	"Q6PEY0"	"mid"	"low"
"11688"	"P61073"	"mid"	"low"
"11689"	"Q5HYN5"	"high"	"high"
"11690"	"P25025"	"mid"	"low"
"11691"	"O95567"	"mid"	"high"
"11692"	"P00156"	"low"	"low"
"11693"	"P59036"	"low"	"low"
"11694"	"P78358"	"high"	"high"
"11695"	"P26232"	"mid"	"mid"
"11696"	"Q9H0S4"	"mid"	"mid"
"11697"	"Q9NR30"	"high"	"high"
"11698"	"Q6QHC5"	"low"	"low"
"11699"	"Q3SXM0"	"low"	"low"
"11700"	"Q96JK2"	"high"	"high"
"11701"	"O75165"	"mid"	"low"
"11702"	"P28845"	"low"	"low"
"11703"	"Q5KSL6"	"high"	"mid"
"11704"	"O14490"	"high"	"high"
"11705"	"Q6UY11"	"low"	"mid"
"11706"	"Q8N7S2"	"mid"	"low"
"11707"	"Q16610"	"high"	"high"
"11708"	"Q05639"	"low"	"mid"
"11709"	"Q92630"	"high"	"high"
"11710"	"P49184"	"mid"	"low"
"11711"	"Q9NVP4"	"mid"	"mid"
"11712"	"O60762"	"low"	"mid"
"11713"	"Q9Y3B6"	"low"	"mid"
"11714"	"Q9HB65"	"high"	"high"
"11715"	"Q96C92"	"high"	"high"
"11716"	"Q9HA90"	"high"	"high"
"11717"	"P60002"	"mid"	"mid"
"11718"	"O14682"	"low"	"low"
"11719"	"Q9Y5L3"	"low"	"low"
"11720"	"P34910"	"high"	"high"
"11721"	"Q5HY64"	"high"	"high"
"11722"	"Q53R41"	"low"	"low"
"11723"	"P01009"	"mid"	"mid"
"11724"	"Q969K4"	"low"	"low"
"11725"	"Q8NFV4"	"mid"	"mid"
"11726"	"Q9P2A4"	"high"	"high"
"11727"	"Q00005"	"low"	"mid"
"11728"	"Q9UG63"	"mid"	"mid"
"11729"	"A8K2U0"	"low"	"low"
"11730"	"P07108"	"low"	"mid"
"11731"	"P62258"	"low"	"mid"
"11732"	"Q9UNA3"	"low"	"low"
"11733"	"Q99424"	"low"	"low"
"11734"	"P46098"	"mid"	"mid"
"11735"	"Q13685"	"mid"	"mid"
"11736"	"P40394"	"low"	"low"
"11737"	"P11766"	"low"	"low"
"11738"	"O60218"	"low"	"low"
"11739"	"Q9UEY8"	"high"	"high"
"11740"	"Q9NRN7"	"low"	"low"
"11741"	"Q08AH3"	"low"	"low"
"11742"	"A6NJG6"	"high"	"high"
"11743"	"P43652"	"low"	"low"
"11744"	"Q96K21"	"high"	"high"
"11745"	"Q9Y689"	"low"	"low"
"11746"	"P21397"	"low"	"low"
"11747"	"P02656"	"mid"	"low"
"11748"	"O95782"	"mid"	"mid"
"11749"	"Q9BY76"	"mid"	"mid"
"11750"	"Q9UNK9"	"high"	"mid"
"11751"	"P18848"	"high"	"high"
"11752"	"Q8TBG4"	"mid"	"mid"
"11753"	"O75129"	"mid"	"mid"
"11754"	"L0R819"	"high"	"high"
"11755"	"Q8IUZ5"	"low"	"low"
"11756"	"Q13489"	"mid"	"mid"
"11757"	"Q8NFC6"	"high"	"high"
"11758"	"Q96LC9"	"high"	"high"
"11759"	"Q8N9W6"	"high"	"mid"
"11760"	"Q8TDH9"	"mid"	"high"
"11761"	"Q96IK1"	"high"	"high"
"11762"	"Q8N8U9"	"mid"	"low"
"11763"	"O75363"	"high"	"high"
"11764"	"Q9UQB8"	"high"	"high"
"11765"	"P55774"	"mid"	"low"
"11766"	"P27797"	"high"	"high"
"11767"	"Q8NEL0"	"low"	"mid"
"11768"	"P52907"	"low"	"mid"
"11769"	"Q96NT0"	"mid"	"mid"
"11770"	"Q2TAC2"	"high"	"high"
"11771"	"Q16611"	"mid"	"mid"
"11772"	"Q5T5A4"	"low"	"high"
"11773"	"Q8NDH2"	"high"	"high"
"11774"	"Q9GZT6"	"mid"	"mid"
"11775"	"Q9Y6J0"	"high"	"high"
"11776"	"O60840"	"high"	"mid"
"11777"	"Q86UP0"	"mid"	"high"
"11778"	"Q8TCZ2"	"high"	"high"
"11779"	"P55289"	"mid"	"mid"
"11780"	"P00918"	"low"	"mid"
"11781"	"P34810"	"high"	"high"
"11782"	"Q9Y4M8"	"high"	"high"
"11783"	"Q96K31"	"mid"	"low"
"11784"	"Q8N865"	"mid"	"mid"
"11785"	"P01732"	"mid"	"mid"
"11786"	"Q6ZTY9"	"mid"	"high"
"11787"	"Q13352"	"mid"	"high"
"11788"	"Q86WJ1"	"mid"	"mid"
"11789"	"Q9Y6A4"	"low"	"low"
"11790"	"Q9Y4C5"	"mid"	"mid"
"11791"	"Q96NB1"	"high"	"high"
"11792"	"Q70JA7"	"mid"	"mid"
"11793"	"Q9GZS9"	"mid"	"low"
"11794"	"Q86X52"	"mid"	"mid"
"11795"	"Q14094"	"mid"	"mid"
"11796"	"P51959"	"low"	"low"
"11797"	"Q9BWV3"	"mid"	"mid"
"11798"	"Q96KN2"	"low"	"low"
"11799"	"Q8N769"	"low"	"high"
"11800"	"Q96DZ9"	"mid"	"low"
"11801"	"Q8N5U0"	"mid"	"high"
"11802"	"Q9UKF6"	"low"	"low"
"11803"	"Q96P44"	"high"	"high"
"11804"	"Q96B23"	"high"	"high"
"11805"	"Q9Y2W7"	"high"	"mid"
"11806"	"P15509"	"low"	"low"
"11807"	"P09669"	"low"	"low"
"11808"	"O15431"	"high"	"mid"
"11809"	"Q8TB33"	"low"	"mid"
"11810"	"O95452"	"high"	"low"
"11811"	"Q9H4R4"	"high"	"high"
"11812"	"O60494"	"low"	"low"
"11813"	"Q9Y442"	"mid"	"mid"
"11814"	"Q8WWM9"	"mid"	"mid"
"11815"	"P39880"	"high"	"high"
"11816"	"Q8NHU0"	"high"	"high"
"11817"	"P49711"	"high"	"high"
"11818"	"Q9H467"	"mid"	"high"
"11819"	"P0C5K6"	"low"	"high"
"11820"	"P81605"	"mid"	"high"
"11821"	"P43146"	"high"	"high"
"11822"	"Q86Y56"	"low"	"low"
"11823"	"Q96MX6"	"low"	"mid"
"11824"	"Q6NUT2"	"mid"	"mid"
"11825"	"Q8N136"	"low"	"low"
"11826"	"P52824"	"mid"	"mid"
"11827"	"P25685"	"mid"	"high"
"11828"	"Q15054"	"high"	"high"
"11829"	"A0A1W2PPF3"	NA	NA
"11830"	"Q9UGP5"	"mid"	"mid"
"11831"	"P19525"	"mid"	"mid"
"11832"	"Q96F86"	"high"	"high"
"11833"	"Q01094"	"high"	"high"
"11834"	"P25101"	"mid"	"low"
"11835"	"P41238"	"low"	"low"
"11836"	"Q8N0Z2"	"high"	"high"
"11837"	"Q8WW27"	"low"	"low"
"11838"	"Q4AC99"	"mid"	"mid"
"11839"	"P0DKL9"	"mid"	"mid"
"11840"	"Q9BZC7"	"mid"	"mid"
"11841"	"Q9BV23"	"low"	"low"
"11842"	"Q8NAA4"	"low"	"mid"
"11843"	"Q2M3G0"	"mid"	"low"
"11844"	"P61221"	"low"	"low"
"11845"	"Q86UQ4"	"high"	"low"
"11846"	"Q13085"	"mid"	"low"
"11847"	"P30926"	"mid"	"low"
"11848"	"Q96GR2"	"mid"	"mid"
"11849"	"Q9BXI3"	"mid"	"mid"
"11850"	"Q2M2I8"	"high"	"high"
"11851"	"Q70Z44"	"mid"	"mid"
"11852"	"P09972"	"low"	"low"
"11853"	"Q6UX46"	"mid"	"mid"
"11854"	"Q02952"	"high"	"high"
"11855"	"P51857"	"low"	"low"
"11856"	"P18825"	"high"	"mid"
"11857"	"Q86SQ6"	"high"	"high"
"11858"	"Q86Y34"	"mid"	"mid"
"11859"	"P63267"	"low"	"low"
"11860"	"Q6ULP2"	"high"	"high"
"11861"	"P33121"	"low"	"low"
"11862"	"Q8IUX7"	"high"	"high"
"11863"	"Q8NEB7"	"high"	"high"
"11864"	"Q68CK6"	"low"	"low"
"11865"	"Q7Z713"	"low"	"low"
"11866"	"Q6NXE6"	"low"	"mid"
"11867"	"Q16853"	"low"	"mid"
"11868"	"Q8WXI3"	"low"	"mid"
"11869"	"Q8TF62"	"mid"	"low"
"11870"	"Q9UHC3"	"mid"	"mid"
"11871"	"Q9UPA5"	"high"	"high"
"11872"	"P32247"	"mid"	"low"
"11873"	"P41182"	"mid"	"high"
"11874"	"Q9P287"	"mid"	"mid"
"11875"	"O95861"	"low"	"low"
"11876"	"Q9UBV7"	"mid"	"mid"
"11877"	"O00585"	"high"	"high"
"11878"	"Q96BT1"	"mid"	"high"
"11879"	"P0CE67"	"low"	"low"
"11880"	"Q9H9S4"	"low"	"low"
"11881"	"Q9H0I3"	"mid"	"mid"
"11882"	"A0A1B0GTC6"	"mid"	"low"
"11883"	"Q4G0S7"	"low"	"low"
"11884"	"Q4AC94"	"high"	"high"
"11885"	"Q99643"	"mid"	"low"
"11886"	"Q13137"	"mid"	"high"
"11887"	"Q8IUK8"	"high"	"mid"
"11888"	"Q9NSG2"	"low"	"low"
"11889"	"P20963"	"high"	"high"
"11890"	"Q92903"	"mid"	"mid"
"11891"	"E5RJ46"	"mid"	"high"
"11892"	"Q6ZU80"	"high"	"high"
"11893"	"Q9NSP4"	"low"	"low"
"11894"	"Q96MR6"	"mid"	"mid"
"11895"	"Q5EE01"	"mid"	"low"
"11896"	"Q8IYW2"	"high"	"mid"
"11897"	"P0C7V0"	"high"	"high"
"11898"	"Q9H8X3"	"low"	"mid"
"11899"	"P49918"	"high"	"high"
"11900"	"Q9ULG3"	"high"	"high"
"11901"	"Q96MT4"	"low"	"mid"
"11902"	"O95319"	"high"	"mid"
"11903"	"Q6ZVT6"	"high"	"high"
"11904"	"P25063"	"high"	"high"
"11905"	"Q9BWT1"	"high"	"high"
"11906"	"Q8NE62"	"low"	"mid"
"11907"	"P24864"	"high"	"mid"
"11908"	"O14519"	"high"	"high"
"11909"	"Q8IZ52"	"low"	"mid"
"11910"	"A0A0U1RRI6"	NA	NA
"11911"	"Q8WWK9"	"high"	"high"
"11912"	"P49761"	"high"	"high"
"11913"	"Q9H6J7"	"mid"	"mid"
"11914"	"P35523"	"high"	"high"
"11915"	"Q96NS8"	"high"	"high"
"11916"	"Q9UKZ1"	"mid"	"high"
"11917"	"Q96AJ1"	"high"	"high"
"11918"	"O95471"	"mid"	"low"
"11919"	"Q8NAJ2"	"low"	"mid"
"11920"	"Q5SZB4"	"high"	"high"
"11921"	"Q14031"	"high"	"high"
"11922"	"Q8WZB0"	"mid"	"high"
"11923"	"Q5W0N0"	"low"	"low"
"11924"	"P13942"	"high"	"high"
"11925"	"A0A1W2PPM1"	NA	NA
"11926"	"O60519"	"high"	"high"
"11927"	"P19784"	"low"	"low"
"11928"	"P26998"	"low"	"mid"
"11929"	"Q6UUV9"	"high"	"high"
"11930"	"Q96GX8"	"low"	"high"
"11931"	"Q96L46"	"low"	"mid"
"11932"	"Q9UMD9"	"high"	"high"
"11933"	"A6NMK7"	"low"	"low"
"11934"	"Q70SY1"	"high"	"high"
