uniprot_id	disopred3perc	iupredperc	abundance	uniprot_symbols	entrez_id	is_HI	oncogene	ps_high_conf	drlps_drivers	dr_all_phase_sep	drpls_clients
Q86Y27	4.65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86Y28	5.12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86Y29	9.17	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86Y30	8.25	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86Y33	24.66	15.99	0.064	CDC20B G6VTS76519	NA	NA	NA	NA	NA	NA	NA
Q86Y34	11.83	5.1	0.066	ADGRG3 GPR97 PGR26	NA	NA	NA	NA	NA	NA	NA
Q86Y37	38.21	27.37	1.38	CACUL1 C10orf46 CAC1	NA	NA	NA	NA	NA	1	NA
Q86Y38	28.46	26.9	0.258	XYLT1 XT1	64131	0	NA	NA	NA	NA	NA
Q86Y39	2.12	0	6.06	NDUFA11	NA	NA	NA	NA	NA	NA	NA
Q86Y46	35.37	5.92	8	KRT73 K6IRS3 KB36 KRT6IRS3	NA	NA	NA	NA	NA	NA	NA
Q86Y56	2.8	4.56	6.29	DNAAF5 HEATR2	NA	NA	NA	NA	NA	NA	NA
Q86Y78	17.54	2.33	0.197	LYPD6 UNQ3023/PRO9821	NA	NA	NA	NA	NA	NA	NA
Q86Y79	12.61	6.54	4.88	PTRH1 C9orf115	NA	NA	NA	NA	NA	NA	NA
Q86Y82	27.17	43.84	48.6	STX12	NA	NA	NA	NA	NA	1	1
Q86Y91	48.26	55.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86Y97	47.83	19.26	0.243	KMT5C SUV420H2 PP7130	NA	NA	NA	NA	NA	NA	NA
Q86YA3	61.92	24.52	0.251	ZGRF1 C4orf21	NA	NA	NA	NA	NA	NA	NA
Q86YB7	7.87	1.02	5.57	ECHDC2	NA	NA	NA	NA	NA	NA	NA
Q86YB8	15.41	0.85	1.75	ERO1B ERO1LB	NA	NA	NA	NA	NA	NA	NA
Q86YC2	72.59	49.66	1.06	PALB2 FANCN	79728	NA	0	NA	NA	NA	NA
Q86YC3	4.62	0.57	0.222	NRROS LRRC33 UNQ3030/PRO9833	NA	NA	NA	NA	NA	NA	NA
Q86YD1	38.94	18.99	0.708	PTOV1 ACID2 PP642 UNQ6127/PRO20092	NA	NA	NA	NA	NA	NA	NA
Q86YD3	18.85	19.39	0.705	TMEM25 UNQ2531/PRO6030	NA	NA	NA	NA	NA	NA	NA
Q86YD5	13.91	28.69	0.242	LDLRAD3 LRAD3	NA	NA	NA	NA	NA	NA	NA
Q86YD7	93.53	95.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YE8	12.78	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YF9	65.51	45.79	0.086	DZIP1 DZIP DZIP2 KIAA0996	NA	NA	NA	NA	NA	1	1
Q86YG4	0.23	1.16	0.389	NT5DC4	NA	NA	NA	NA	NA	NA	NA
Q86YH2	49.9	45.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YH6	14.28	0	1.23	PDSS2 C6orf210 DLP1	57107	0	NA	NA	NA	NA	NA
Q86YI8	79	42.33	0.976	PHF13	NA	NA	NA	NA	NA	NA	NA
Q86YJ5	39.59	31.5	0.008	MARCHF9 MARCH9 RNF179	NA	NA	NA	NA	NA	NA	NA
Q86YJ6	2.47	1.65	0.396	THNSL2	NA	NA	NA	NA	NA	NA	NA
Q86YJ7	26.83	31.78	0.509	ANKRD13B	NA	NA	NA	NA	NA	NA	NA
Q86YL5	48.64	65.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YL7	20.37	49.38	0.143	PDPN GP36 PSEC0003 PSEC0025	NA	NA	NA	NA	NA	NA	NA
Q86YM7	35.02	40.67	29.9	HOMER1 SYN47	NA	NA	NA	NA	NA	1	1
Q86YN1	7.98	0	3.01	DOLPP1 LSFR2	NA	NA	NA	NA	NA	NA	NA
Q86YN6	87.29	65.88	0.037	PPARGC1B PERC PGC1 PGC1B PPARGC1	NA	NA	NA	NA	NA	NA	NA
Q86YP4	87.67	69.51	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YQ2	6.7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YQ8	8.15	3.72	1.75	CPNE8	NA	NA	NA	NA	NA	NA	NA
Q86YR5	24.29	42.81	1.83	GPSM1 AGS3	NA	NA	NA	NA	NA	1	1
Q86YR6	39.55	36.81	0.008	POTED A26B3 ANKRD21 POTE	NA	NA	NA	NA	NA	NA	NA
Q86YR7	26.84	22.98	0.284	MCF2L2 DRG KIAA0861	NA	NA	NA	NA	NA	NA	NA
Q86YS3	46.46	50.7	NA	NA	NA	NA	NA	NA	NA	1	1
Q86YS6	17.45	3.3	53.2	RAB43 RAB41	NA	NA	NA	NA	NA	NA	NA
Q86YS7	29.5	16.2	NA	NA	NA	NA	NA	NA	NA	1	1
Q86YT5	11.61	0	0.073	SLC13A5 NACT	284111	0	NA	NA	NA	NA	NA
Q86YT6	11.72	9.84	1.16	MIB1 DIP1 KIAA1323 ZZANK2	NA	NA	NA	NA	NA	1	1
Q86YT9	24.61	12.18	0.232	JAML AMICA1 UNQ722/PRO1387	NA	NA	NA	NA	NA	NA	NA
Q86YV0	45.3	47.57	28.7	RASAL3	NA	NA	NA	NA	NA	NA	NA
Q86YV5	72.97	59.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YV6	17.01	8.5	0.202	MYLK4 SGK085	NA	NA	NA	NA	NA	NA	NA
Q86YV9	7.09	7.48	5.32	HPS6	NA	NA	NA	NA	NA	NA	NA
Q86YW0	6.9	3.28	0.184	PLCZ1	NA	NA	NA	NA	NA	NA	NA
Q86YW5	49.83	31.83	77.1	TREML1 TLT1 UNQ1825/PRO3438	NA	NA	NA	NA	NA	NA	NA
Q86YW7	17.69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YW9	42.84	27.36	0.207	MED12L KIAA1635 TNRC11L TRALP TRALPUSH PRO0314	NA	NA	NA	NA	NA	NA	NA
Q86YZ3	98.87	95.89	33	HRNR S100A18	NA	NA	NA	NA	NA	NA	NA
Q86Z02	68.59	27.85	0.522	HIPK1 KIAA0630 MYAK NBAK2	NA	NA	NA	NA	NA	NA	NA
Q86Z14	8.71	0.19	0.026	KLB	NA	NA	NA	NA	NA	NA	NA
Q86Z20	36.79	36.98	1.73	CCDC125 KENAE	NA	NA	NA	NA	NA	NA	NA
Q86Z23	22.26	32.77	0.811	C1QL4 CTRP11	NA	NA	NA	NA	NA	NA	NA
Q8HWS3	52.9	30.17	0.289	RFX6 RFXDC1	222546	0	NA	NA	NA	NA	NA
Q8IU53	5.26	28.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IU54	19	11.5	0.152	IFNL1 IL29 ZCYTO21	NA	NA	NA	NA	NA	NA	NA
Q8IU57	49.23	43.65	0.079	IFNLR1 IL28RA LICR2	NA	NA	NA	NA	NA	NA	NA
Q8IU60	35.95	32.61	1.96	DCP2 NUDT20	NA	NA	NA	NA	NA	1	NA
Q8IU68	15.84	10.46	0.09	TMC8 EVER2 EVIN2	147138	0	NA	NA	NA	NA	NA
Q8IU80	13.56	2.83	NA	NA	164656	0	NA	NA	NA	NA	NA
Q8IU81	68.83	46.23	11.4	IRF2BP1	NA	NA	NA	NA	NA	NA	NA
Q8IU85	19.74	8.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IU89	13.31	4.69	0.107	CERS3 LASS3	204219	0	NA	NA	NA	NA	NA
Q8IU99	4.62	16.76	0.003	CALHM1 FAM26C	NA	NA	NA	NA	NA	NA	NA
Q8IUA0	13.27	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUA7	11.2	2.09	0.352	ABCA9	NA	NA	NA	NA	NA	NA	NA
Q8IUB2	14.71	7.35	0.445	WFDC3 WAP14	NA	NA	NA	NA	NA	NA	NA
Q8IUB3	9.58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUB5	25.8	0	0.106	WFDC13 C20orf138 WAP13	NA	NA	NA	NA	NA	NA	NA
Q8IUB9	2.22	0	0.002	KRTAP19-1 KAP19.1 KRTAP19.1	NA	NA	NA	NA	NA	NA	NA
Q8IUC0	1.16	0	4.89	KRTAP13-1 KAP13.1 KRTAP13.1	NA	NA	NA	NA	NA	NA	NA
Q8IUC1	0.61	0	55.3	KRTAP11-1 KAP11.1 KRTAP11.1	NA	NA	NA	NA	NA	NA	NA
Q8IUC2	3.17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUC3	1.14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUC4	19.24	6.12	1.75	RHPN2	NA	NA	NA	NA	NA	NA	NA
Q8IUC6	48.87	54.07	0.074	TICAM1 PRVTIRB TRIF	NA	NA	NA	NA	NA	NA	NA
Q8IUC8	3.77	4.85	0.889	GALNT13 KIAA1918	NA	NA	NA	NA	NA	NA	NA
Q8IUD2	67.38	65.23	NA	NA	23085	NA	0	NA	NA	1	1
Q8IUD6	6.48	15.27	0.916	RNF135 L13	NA	NA	NA	NA	NA	NA	NA
Q8IUE0	62.16	67.02	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUE1	60.58	80.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUE6	20.76	30	717	H2AC21 HIST2H2AB	NA	NA	NA	NA	NA	1	1
Q8IUF1	11.13	9.36	1.87	CBWD2	NA	NA	NA	NA	NA	NA	NA
Q8IUF8	7.74	8.81	7.33	RIOX2 MDIG MINA MINA53 NO52	NA	NA	NA	NA	NA	1	1
Q8IUG1	9.6	0	1.28	KRTAP1-3 B2B KAP1.2 KAP1.3 KAP1.8 KAP1.9 KRATP1.9 KRTAP1.8	NA	NA	NA	NA	NA	NA	NA
Q8IUG5	72.49	43.2	0.055	MYO18B	NA	NA	NA	NA	NA	NA	NA
Q8IUH2	25.17	24.48	0.038	CREG2	NA	NA	NA	NA	NA	NA	NA
Q8IUH3	32.56	10.92	3.25	RBM45 DRB1 DRBP1	NA	NA	NA	NA	NA	1	1
Q8IUH4	4.98	2.73	1.49	ZDHHC13 HIP14L HIP3RP	NA	NA	NA	NA	NA	NA	NA
Q8IUH5	10.12	4.9	0.272	ZDHHC17 HIP14 HIP3 HYPH KIAA0946 HSPC294	NA	NA	NA	NA	NA	NA	NA
Q8IUH8	23.53	27.33	0.012	SPPL2C IMP5	NA	NA	NA	NA	NA	NA	NA
Q8IUI4	63.45	71.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUI8	1.58	2.03	33.8	CRLF3 CREME9 CRLM9 CYTOR4 P48	NA	NA	NA	NA	NA	NA	NA
Q8IUK5	27.8	24.4	0.654	PLXDC1 TEM3 TEM7	NA	NA	NA	NA	NA	NA	NA
Q8IUK8	37.5	9.37	0.094	CBLN2 UNQ1892/PRO4338	NA	NA	NA	NA	NA	NA	NA
Q8IUL8	10.55	17.64	1.12	CILP2	NA	NA	NA	NA	NA	NA	NA
Q8IUM7	64.33	38.27	0.069	NPAS4 BHLHE79 NXF PASD10	NA	NA	NA	NA	NA	NA	NA
Q8IUN9	18.03	6.32	0.105	CLEC10A CLECSF13 CLECSF14 HML	NA	NA	NA	NA	NA	NA	NA
Q8IUQ0	18.92	14.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUQ4	12.41	1.77	0.565	SIAH1 HUMSIAH	NA	NA	NA	NA	NA	NA	NA
Q8IUR0	7.97	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUR5	5.21	6.57	0.385	TMTC1 ARG99	NA	NA	NA	NA	NA	NA	NA
Q8IUR6	47.57	47.41	0.831	CREBRF C5orf41	NA	NA	NA	NA	NA	NA	NA
Q8IUR7	3.71	0.14	8.24	ARMC8 S863-2	NA	NA	NA	NA	NA	NA	NA
Q8IUS5	10.49	0	0.184	EPHX4 ABHD7 EH4 EPHXRP	NA	NA	NA	NA	NA	NA	NA
Q8IUW3	40.8	29.95	0.202	SPATA2L C16orf76	NA	NA	NA	NA	NA	NA	NA
Q8IUW5	53.87	62.36	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUX1	11.3	1.73	0.954	TMEM126B HT007	NA	NA	NA	NA	NA	NA	NA
Q8IUX4	0.8	0	0.923	APOBEC3F	NA	NA	NA	NA	NA	1	1
Q8IUX7	37.65	49.48	7.84	AEBP1 ACLP	NA	NA	NA	NA	NA	NA	NA
Q8IUX8	8.13	11.75	0.163	EGFL6 MAEG PP648 UNQ281/PRO320	NA	NA	NA	NA	NA	NA	NA
Q8IUY3	50.56	18.64	0.029	GRAMD2A GRAMD2	NA	NA	NA	NA	NA	NA	NA
Q8IUZ0	24.05	10.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUZ5	3.11	1.77	1.68	PHYKPL AGXT2L2 PP9286	NA	NA	NA	NA	NA	NA	NA
Q8IV01	25.65	7.83	0.325	SYT12	NA	NA	NA	NA	NA	NA	NA
Q8IV03	40.69	43.29	0.128	LURAP1L C9orf150 HYST0841	NA	NA	NA	NA	NA	NA	NA
Q8IV04	31.83	35.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IV08	13.26	5.91	NA	NA	NA	NA	NA	NA	NA	1	1
Q8IV13	12.64	6.66	0.506	CCNJL	NA	NA	NA	NA	NA	NA	NA
Q8IV16	39.67	32.06	NA	NA	338328	0	NA	NA	NA	NA	NA
Q8IV20	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IV31	28.24	58.33	0.046	TMEM139 UNQ1932/PRO4407	NA	NA	NA	NA	NA	NA	NA
Q8IV32	58.24	64.66	0.643	CCDC71	NA	NA	NA	NA	NA	NA	NA
Q8IV33	20.39	2.98	0.105	KIAA0825 C5orf36	NA	NA	NA	NA	NA	NA	NA
Q8IV35	5.16	5.3	0.121	WDR49	NA	NA	NA	NA	NA	NA	NA
Q8IV36	17.63	16.49	4.27	HID1 C17orf28 DMC1	NA	NA	NA	NA	NA	NA	NA
Q8IV38	18.59	16.78	3.18	ANKMY2	NA	NA	NA	NA	NA	NA	NA
Q8IV42	6.6	12.06	0.395	PSTK C10orf89	NA	NA	NA	NA	NA	NA	NA
Q8IV45	20.84	10.23	0.382	UNC5CL ZUD	NA	NA	NA	NA	NA	NA	NA
Q8IV48	24.06	18.62	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IV50	59.53	64.65	4.17	LYSMD2	NA	NA	NA	NA	NA	NA	NA
Q8IV53	41.94	39.2	4.83	DENND1C FAM31C	NA	NA	NA	NA	NA	NA	NA
Q8IV56	56.58	100	7.4	PRR15	NA	NA	NA	NA	NA	NA	NA
Q8IV61	27.53	15.94	0.041	RASGRP3 GRP3 KIAA0846	NA	NA	NA	NA	NA	NA	NA
Q8IV63	24.47	28.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IV76	70.24	53.16	0.231	PASD1	NA	NA	NA	NA	NA	NA	NA
Q8IV77	13.39	9.21	0	CNGA4	NA	NA	NA	NA	NA	NA	NA
Q8IVA1	50.73	100	1.25	PCP2	NA	NA	NA	NA	NA	NA	NA
Q8IVB4	21.7	8.52	2.22	SLC9A9 NHE9 Nbla00118	NA	NA	NA	NA	NA	NA	NA
Q8IVB5	25.51	24.62	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVC4	8.78	15.43	0.152	ZNF584	NA	NA	NA	NA	NA	NA	NA
Q8IVD9	28.53	35.45	25.2	NUDCD3 KIAA1068	NA	NA	NA	NA	NA	NA	NA
Q8IVE0	16.37	67.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVE3	46.34	32.41	0.226	PLEKHH2 KIAA2028	NA	NA	NA	NA	NA	NA	NA
Q8IVF1	61.95	59.33	0.086	NUTM2A FAM22A KIAA2020	728130	NA	0	NA	NA	NA	NA
Q8IVF2	99.06	75.94	3.2	AHNAK2 C14orf78 KIAA2019	NA	NA	NA	NA	NA	NA	NA
Q8IVF4	8.56	2.37	0.102	DNAH10 KIAA2017	NA	NA	NA	NA	NA	NA	NA
Q8IVF5	56.08	29.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVF6	25.8	15.42	0.132	ANKRD18A KIAA2015	NA	NA	NA	NA	NA	NA	NA
Q8IVF7	29.18	18.38	1.24	FMNL3 FHOD3 FRL2 KIAA2014 WBP3	NA	NA	NA	NA	NA	1	1
Q8IVG5	13.57	6.25	0.774	SAMD9L C7orf6 DRIF2 KIAA2005 UEF	NA	NA	NA	NA	NA	NA	NA
Q8IVG9	12.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVH2	73.52	65.73	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVH4	10.28	5.5	13.4	MMAA	166785	0	NA	NA	NA	NA	NA
Q8IVH8	30.64	28.74	0.888	MAP4K3 RAB8IPL1	NA	NA	NA	NA	NA	NA	NA
Q8IVI9	29.44	15.81	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVJ1	17.34	15	0.925	SLC41A1	NA	NA	NA	NA	NA	NA	NA
Q8IVJ8	2.35	24.7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVK1	14.89	8.51	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVL0	78.49	65.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVL1	81.35	66.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVL5	12.71	10.45	0.792	P3H2 LEPREL1 MLAT4	NA	NA	NA	NA	NA	NA	NA
Q8IVL6	18.47	27.17	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVL8	5.88	1.06	0.27	CPO	NA	NA	NA	NA	NA	NA	NA
Q8IVM0	59.8	62.41	5.56	CCDC50 C3orf6	NA	NA	NA	NA	NA	NA	NA
Q8IVM7	17.07	42.07	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVM8	6.32	5.24	0.186	SLC22A9 hOAT4 OAT7 UST3	NA	NA	NA	NA	NA	NA	NA
Q8IVN3	18.29	100	1.39	MUSTN1	NA	NA	NA	NA	NA	NA	NA
Q8IVN8	6.06	7.57	1.77	SBSPON C8orf84 RPESP	NA	NA	NA	NA	NA	NA	NA
Q8IVP5	10.96	9.03	2.25	FUNDC1	NA	NA	NA	NA	NA	NA	NA
Q8IVP9	10.69	9.45	0.593	ZNF547	NA	NA	NA	NA	NA	NA	NA
Q8IVQ6	1.5	0	0.107	ZDHHC21	NA	NA	NA	NA	NA	NA	NA
Q8IVS2	13.84	5.89	5.65	MCAT MT	NA	NA	NA	NA	NA	NA	NA
Q8IVS8	8.98	6.88	1.11	GLYCTK HBEBP4 LP5910	NA	NA	NA	NA	NA	NA	NA
Q8IVT2	96.17	80.55	7.19	MISP C19orf21	NA	NA	NA	NA	NA	NA	NA
Q8IVT5	44.52	34.45	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVU1	26.16	28.25	0.17	IGDCC3 PUNC	NA	NA	NA	NA	NA	NA	NA
Q8IVU3	3.81	6.55	0.256	HERC6	NA	NA	NA	NA	NA	NA	NA
Q8IVU9	13.46	12.5	0.406	CABCOCO1 C10orf107	NA	NA	NA	NA	NA	NA	NA
Q8IVV2	7.75	7.7	0.068	LOXHD1	125336	0	NA	NA	NA	NA	NA
Q8IVV7	36.66	34.66	0.55	GID4 C17orf39 VID24	NA	NA	NA	NA	NA	NA	NA
Q8IVV8	14.42	0	0.385	NKAIN4 C20orf58 FAM77A	NA	NA	NA	NA	NA	NA	NA
Q8IVW1	2.82	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVW4	43.07	41.38	0.066	CDKL3 NKIAMRE	NA	NA	NA	NA	NA	NA	NA
Q8IVW6	80.03	58.11	1.72	ARID3B BDP DRIL2	NA	NA	NA	NA	NA	NA	NA
Q8IVW8	20.94	11.83	0.53	SPNS2	NA	NA	NA	NA	NA	NA	NA
Q8IVY1	51.32	58.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IW00	11.56	7.81	0.222	VSTM4 C10orf72	NA	NA	NA	NA	NA	NA	NA
Q8IW03	7.06	12.26	0.121	SIAH3	NA	NA	NA	NA	NA	NA	NA
Q8IW19	70.05	66.34	6.15	APLF C2orf13 PALF XIP1	NA	NA	NA	NA	NA	NA	NA
Q8IW35	51.32	29.13	1.73	CEP97 LRRIQ2	NA	NA	NA	NA	NA	NA	NA
Q8IW36	0.77	1.16	0.041	ZNF695	NA	NA	NA	NA	NA	NA	NA
Q8IW40	8.26	7.85	NA	NA	388389	0	NA	NA	NA	NA	NA
Q8IW41	9.3	9.3	NA	NA	NA	NA	NA	NA	NA	1	1
Q8IW45	0.86	1.44	7.66	"NAXD CARKD"	NA	NA	NA	NA	NA	NA	NA
Q8IW50	22.16	78.37	1.21	FAM219A C9orf25	NA	NA	NA	NA	NA	NA	NA
Q8IW52	21.02	8.72	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IW70	38.51	14.13	1.1	TMEM151B C6orf137 TMEM193	NA	NA	NA	NA	NA	NA	NA
Q8IW75	10.38	2.89	1.01	SERPINA12	NA	NA	NA	NA	NA	NA	NA
Q8IW92	6.28	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IW93	43.89	38.9	0.206	ARHGEF19	NA	NA	NA	NA	NA	NA	NA
Q8IWA0	12.16	7.83	5.87	WDR75 UTP17	NA	NA	NA	NA	NA	1	1
Q8IWA4	3.91	2.56	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWA5	3.96	0	9.14	SLC44A2 CTL2 PSEC0210	NA	NA	NA	NA	NA	NA	NA
Q8IWA6	39.27	38.18	0.091	CCDC60	NA	NA	NA	NA	NA	NA	NA
Q8IWB1	14.62	7.31	0.806	ITPRIP DANGER KIAA1754	NA	NA	NA	NA	NA	NA	NA
Q8IWB4	92.87	55.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWB6	61.32	50.7	0.332	TEX14 SGK307	NA	NA	NA	NA	NA	1	NA
Q8IWB7	1.21	2.19	14	WDFY1 FENS1 KIAA1435 WDF1 ZFYVE17	NA	NA	NA	NA	NA	NA	NA
Q8IWB9	62.55	44.54	1.29	TEX2 KIAA1738 TMEM96	NA	NA	NA	NA	NA	NA	NA
Q8IWC1	93.03	89.49	2.36	MAP7D3 MDP3	NA	NA	NA	NA	NA	NA	NA
Q8IWD4	52.32	72.04	1.6	CCDC117	NA	NA	NA	NA	NA	NA	NA
Q8IWD5	6.48	6.99	0.009	MFSD6L FP7072	NA	NA	NA	NA	NA	NA	NA
Q8IWE2	47.24	52.04	10.2	FAM114A1 NOXP20	NA	NA	NA	NA	NA	NA	NA
Q8IWE4	29.27	31.57	0.728	DCUN1D3 SCCRO3	NA	NA	NA	NA	NA	NA	NA
Q8IWE5	44.84	35.81	0.723	PLEKHM2 KIAA0842 SKIP	NA	NA	NA	NA	NA	NA	NA
Q8IWF2	9.06	5.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWF6	13.48	6.9	1.09	DENND6A FAM116A	NA	NA	NA	NA	NA	NA	NA
Q8IWF7	1.33	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWF9	24.45	19.37	0.024	CCDC83 HSD9	NA	NA	NA	NA	NA	NA	NA
Q8IWG1	16.61	10.1	0.056	DNAI3 WDR63	NA	NA	NA	NA	NA	NA	NA
Q8IWI9	87.83	54.23	1.16	MGA KIAA0518 MAD5	NA	NA	NA	NA	NA	NA	NA
Q8IWJ2	55.81	30.1	4.22	GCC2 KIAA0336 RANBP2L4	NA	NA	NA	NA	NA	NA	NA
Q8IWK6	34.51	20.96	0.015	ADGRA3 GPR125 UNQ556/PRO1113	NA	NA	NA	NA	NA	NA	NA
Q8IWL1	29.43	52.82	2.22	SFTPA2 COLEC5 PSAP SFTP1 SFTPA SFTPA2B	NA	NA	NA	NA	NA	NA	NA
Q8IWL2	28.22	48.79	2.26	SFTPA1 COLEC4 PSAP SFTP1 SFTPA SFTPA1B	NA	NA	NA	NA	NA	NA	NA
Q8IWL3	14.89	0.85	1.8	HSCB DNAJC20 HSC20	NA	NA	NA	NA	NA	NA	NA
Q8IWL8	11.71	20.31	0.643	STH	NA	NA	NA	NA	NA	NA	NA
Q8IWN6	2.45	5.73	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWN7	90.7	83.87	0.006	RP1L1	NA	NA	NA	NA	NA	NA	NA
Q8IWP9	39.05	49.63	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWQ3	53.26	34.78	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWR0	36.66	10.71	NA	NA	NA	NA	NA	NA	NA	1	1
Q8IWR1	0.24	1.24	0.996	TRIM59 RNF104 TRIM57 TSBF1	NA	NA	NA	NA	NA	NA	NA
Q8IWS0	14.24	34.24	41.4	PHF6 CENP-31 KIAA1823	84295	1	0	NA	NA	1	1
Q8IWT0	7.18	7.78	27.3	ZBTB8OS ARCH	NA	NA	NA	NA	NA	NA	NA
Q8IWT1	27.63	14.03	0.954	SCN4B	NA	NA	NA	NA	NA	NA	NA
Q8IWT3	30.83	16.56	0.221	CUL9 H7AP1 KIAA0708 PARC	NA	NA	NA	NA	NA	NA	NA
Q8IWT6	12.71	1.11	2.08	LRRC8A KIAA1437 LRRC8 SWELL1 UNQ221/PRO247	NA	NA	NA	NA	NA	1	1
Q8IWU2	77.97	57.55	0.254	LMTK2 AATYK2 BREK KIAA1079 KPI2 LMR2	NA	NA	NA	NA	NA	1	1
Q8IWU4	17.07	4.33	0.011	SLC30A8 ZNT8	NA	NA	NA	NA	NA	NA	NA
Q8IWU5	25.05	5.28	6.66	SULF2 KIAA1247 UNQ559/PRO1120	NA	NA	NA	NA	NA	NA	NA
Q8IWU6	22.04	15.04	0.949	SULF1 KIAA1077	NA	NA	NA	NA	NA	NA	NA
Q8IWU9	13.06	6.73	0.259	TPH2 NTPH	NA	NA	NA	NA	NA	NA	NA
Q8IWV1	26.13	43.21	0.594	LAX1 LAX	NA	NA	NA	NA	NA	NA	NA
Q8IWV2	6.14	12.18	1.86	CNTN4	152330	1	NA	NA	NA	NA	NA
Q8IWV7	17.83	6.11	33	UBR1	197131	0	NA	NA	NA	NA	NA
Q8IWV8	16.06	6.6	3.96	UBR2 C6orf133 KIAA0349	NA	NA	NA	NA	NA	NA	NA
Q8IWW6	57.32	45.5	4.39	ARHGAP12	NA	NA	NA	NA	NA	NA	NA
Q8IWW8	8.13	2.14	0.836	ADHFE1 HMFT2263	NA	NA	NA	NA	NA	NA	NA
Q8IWX5	10.52	6.26	0	SGPP2	NA	NA	NA	NA	NA	NA	NA
Q8IWX7	6.98	0.96	0.873	UNC45B CMYA4 UNC45	NA	NA	NA	NA	NA	NA	NA
Q8IWX8	64.62	69.1	29.6	CHERP DAN26 SCAF6	NA	NA	NA	NA	NA	NA	NA
Q8IWY4	5.46	5.46	0.432	SCUBE1	NA	NA	NA	NA	NA	NA	NA
Q8IWY8	51.52	41.78	0.332	ZSCAN29 ZNF690	NA	NA	NA	NA	NA	NA	NA
Q8IWY9	37.24	27.46	0.568	CDAN1 UNQ664/PRO1295	146059	0	NA	NA	NA	NA	NA
Q8IWZ3	45.9	51.69	NA	NA	NA	NA	NA	NA	NA	1	1
Q8IWZ4	0.96	0	0	TRIM48 RNF101	NA	NA	NA	NA	NA	NA	NA
Q8IWZ5	6.5	2.48	0.582	TRIM42	NA	NA	NA	NA	NA	NA	NA
Q8IWZ6	3.77	3.49	0.266	BBS7 BBS2L1	55212	0	NA	NA	NA	1	1
