string_id	string_symbol	uniprot_symbol	uniprot_alias	string_id_alias
427	9606.ENSP00000216500	NA	NA	DHRS7	DHRS7
428	9606.ENSP00000216513	NA	NA	SIX4	SIX4
429	9606.ENSP00000216540	NA	NA	NTCP	9606.ENSP00000216540
430	9606.ENSP00000216554	NA	NA	EIF5	9606.ENSP00000216554
431	9606.ENSP00000216602	NA	NA	ZFYVE21	9606.ENSP00000216602
432	9606.ENSP00000216605	NA	NA	MTHFD	9606.ENSP00000216605
433	9606.ENSP00000216629	NA	NA	623	BDKRB1
434	9606.ENSP00000216639	NA	NA	VRK1	VRK1
435	9606.ENSP00000216714	NA	NA	HAP1	REF1
436	9606.ENSP00000216727	NA	NA	PABP2	PABPN1
437	9606.ENSP00000216733	NA	NA	SIN	SIN
438	9606.ENSP00000216756	NA	NA	CINP	9606.ENSP00000216756
439	9606.ENSP00000216780	NA	NA	PCK2	9606.ENSP00000216780
440	9606.ENSP00000216797	NA	NA	MAD3	NFKBIA
441	9606.ENSP00000216802	NA	NA	PSME2	PSME2
442	9606.ENSP00000216807	NA	NA	BRMS1L	BRMS1
443	9606.ENSP00000216832	NA	NA	DRS	PNN
444	9606.ENSP00000216862	NA	NA	CP24	CYP24A1
445	9606.ENSP00000216911	NA	NA	AURKA	AURKA
446	9606.ENSP00000216923	NA	NA	ZFP64	9606.ENSP00000216923
447	9606.ENSP00000216951	NA	NA	GSS	9606.ENSP00000216951
448	9606.ENSP00000216962	NA	NA	PYGB	PYGB
449	9606.ENSP00000216968	NA	NA	EPCR	PROCR
450	9606.ENSP00000217026	NA	NA	MYBL2	9606.ENSP00000217026
451	9606.ENSP00000217043	NA	NA	R3HDML	9606.ENSP00000217043
452	9606.ENSP00000217086	NA	NA	SALL4	SALL4
453	9606.ENSP00000217109	NA	NA	CSTF1	CSTF1
454	9606.ENSP00000217121	NA	NA	TPD52L2	D54
455	9606.ENSP00000217131	NA	NA	CTSZ	1522
456	9606.ENSP00000217133	NA	NA	TUBB1	9606.ENSP00000217133
457	9606.ENSP00000217159	NA	NA	SLCO4A1	9606.ENSP00000217159
458	9606.ENSP00000217169	NA	NA	BIRC7	BIRC7
459	9606.ENSP00000217173	NA	NA	RNF37	UBOX5
460	9606.ENSP00000217182	NA	NA	STN	STN
461	9606.ENSP00000217188	NA	NA	SRMS	SRMS
462	9606.ENSP00000217195	NA	NA	C20orf27	9606.ENSP00000217195
463	9606.ENSP00000217233	NA	NA	TRIB3	TRIB3
464	9606.ENSP00000217244	NA	NA	CSNK2A1	9606.ENSP00000217244
465	9606.ENSP00000217246	NA	NA	MACROD2	9606.ENSP00000217246
466	9606.ENSP00000217254	NA	NA	SLC52A3	9606.ENSP00000217254
467	9606.ENSP00000217260	NA	NA	RSPO4	RSPO4
468	9606.ENSP00000217270	NA	NA	PROKR2	PKR2
469	9606.ENSP00000217289	NA	NA	URP1	9606.ENSP00000217289
470	9606.ENSP00000217320	NA	NA	TLDC2	TLDC2
471	9606.ENSP00000217372	NA	NA	CDK5RAP1	C42
472	9606.ENSP00000217381	NA	NA	SNTA1	SNTA1
473	9606.ENSP00000217386	NA	NA	OXT	OT
474	9606.ENSP00000217402	NA	NA	CHMP4B	9606.ENSP00000217402
475	9606.ENSP00000217407	NA	NA	LBP	LBP
476	9606.ENSP00000217420	NA	NA	SLC32A1	VIAAT
477	9606.ENSP00000217423	NA	NA	CST4	9606.ENSP00000217423
478	9606.ENSP00000217426	NA	NA	AHCY	SAHH
479	9606.ENSP00000217428	NA	NA	SPINT3	9606.ENSP00000217428
480	9606.ENSP00000217446	NA	NA	PIGU	PIGU
481	9606.ENSP00000217455	NA	NA	NAP1	PTE2
482	9606.ENSP00000217456	NA	NA	APMAP	APMAP
483	9606.ENSP00000217515	NA	NA	TXNL1	TXNL1
484	9606.ENSP00000217652	NA	NA	MYL12A	9606.ENSP00000217652
485	9606.ENSP00000217740	NA	NA	RNF125	9606.ENSP00000217740
486	9606.ENSP00000217901	NA	NA	IDH3G	IDH3G
487	9606.ENSP00000217909	NA	NA	SLC25A43	9606.ENSP00000217909
488	9606.ENSP00000217939	NA	NA	MXRA5	MXRA5
489	9606.ENSP00000217958	NA	NA	PSMD10	9606.ENSP00000217958
490	9606.ENSP00000217961	NA	NA	STS	STS
491	9606.ENSP00000217964	NA	NA	TBL1X	TBL1X
492	9606.ENSP00000217971	NA	NA	PGRMC1	MPR
493	9606.ENSP00000217999	NA	NA	RHOXF1	9606.ENSP00000217999
494	9606.ENSP00000218004	NA	NA	NXT2	NXT2
495	9606.ENSP00000218006	NA	NA	GUCY2F	GUC2F
496	9606.ENSP00000218008	NA	NA	ATP1B4	9606.ENSP00000218008
497	9606.ENSP00000218068	NA	NA	PAGE4	PAGE4
498	9606.ENSP00000218075	NA	NA	GLRA2	GLRA2
499	9606.ENSP00000218089	NA	NA	STAG2	STAG2
500	9606.ENSP00000218099	NA	NA	PTC	PTC
501	9606.ENSP00000218104	NA	NA	AMN	AMN
502	9606.ENSP00000218176	NA	NA	KCND1	KV4.1
503	9606.ENSP00000218224	NA	NA	PQBP1	SHS
504	9606.ENSP00000218230	NA	NA	PEN	PEN
505	9606.ENSP00000218249	NA	NA	RAB40AL	RLGP
506	9606.ENSP00000218316	NA	NA	H9	H9
507	9606.ENSP00000218340	NA	NA	RP2	XRP2
508	9606.ENSP00000218348	NA	NA	USP11	9606.ENSP00000218348
509	9606.ENSP00000218388	NA	NA	TIMP1	TIMP1
510	9606.ENSP00000218436	NA	NA	ITIH6	ITIH6
511	9606.ENSP00000218516	NA	NA	GLA	GLA
512	9606.ENSP00000218548	NA	NA	HK	HK
513	9606.ENSP00000218721	NA	NA	MLNR	MTLR
514	9606.ENSP00000218867	NA	NA	SGCG	SGCG
515	9606.ENSP00000219022	NA	NA	OLFM4	OLFM4
516	9606.ENSP00000219066	NA	NA	NTHL1	FAP3
517	9606.ENSP00000219069	NA	NA	ZNF263	9606.ENSP00000219069
518	9606.ENSP00000219070	NA	NA	PEX	PEX
519	9606.ENSP00000219097	NA	NA	ORC6	ORC6
520	9606.ENSP00000219139	NA	NA	C16orf70	9606.ENSP00000219139
521	9606.ENSP00000219150	NA	NA	TACO	TACO
522	9606.ENSP00000219162	NA	NA	MT4	MT4
523	9606.ENSP00000219169	NA	NA	NTF2	NUTF2
524	9606.ENSP00000219197	NA	NA	CER	CER
525	9606.ENSP00000219204	NA	NA	ARL2BP	9606.ENSP00000219204
526	9606.ENSP00000219207	NA	NA	PLLP	PLLP
527	9606.ENSP00000219235	NA	NA	MDC	MDC
528	9606.ENSP00000219240	NA	NA	DHODH	URA1
529	9606.ENSP00000219244	NA	NA	CCL17	CCL17
530	9606.ENSP00000219252	NA	NA	POLR2C	RPB3
531	9606.ENSP00000219255	NA	NA	PAR6A	PARD6A
532	9606.ENSP00000219271	NA	NA	MMP15	MMP15
533	9606.ENSP00000219281	NA	NA	USB1	USB1
534	9606.ENSP00000219299	NA	NA	CCDC113	9606.ENSP00000219299
535	9606.ENSP00000219301	NA	NA	PRSS54	9606.ENSP00000219301
536	9606.ENSP00000219302	NA	NA	NME3	9606.ENSP00000219302
537	9606.ENSP00000219313	NA	NA	S12	S12
538	9606.ENSP00000219315	NA	NA	SETD6	SETD6
539	9606.ENSP00000219334	NA	NA	SMPD3	9606.ENSP00000219334
540	9606.ENSP00000219345	NA	NA	PLA2G15	ACS
541	9606.ENSP00000219368	NA	NA	FAH1	FAAH
542	9606.ENSP00000219400	NA	NA	DC13	CMC2
543	9606.ENSP00000219406	NA	NA	PDIA2	PDIP
544	9606.ENSP00000219409	NA	NA	ARHGDIG	398
545	9606.ENSP00000219431	NA	NA	MPG	MPG
546	9606.ENSP00000219439	NA	NA	HSDL1	HSDL1
547	9606.ENSP00000219454	NA	NA	WFDC1	WFDC1
548	9606.ENSP00000219476	NA	NA	TSC2	TSC2
549	9606.ENSP00000219478	NA	NA	ZNF500	9606.ENSP00000219478
550	9606.ENSP00000219479	NA	NA	NDK	NME4
551	9606.ENSP00000219481	NA	NA	DECR2	DECR2
552	9606.ENSP00000219548	NA	NA	STUB1	CHIP
553	9606.ENSP00000219596	NA	NA	MEFV	MEFV
554	9606.ENSP00000219599	NA	NA	CRYM	CRYM
555	9606.ENSP00000219611	NA	NA	CAPN15	SOLH
556	9606.ENSP00000219660	NA	NA	AQP8	AQP8
557	9606.ENSP00000219689	NA	NA	USP31	9606.ENSP00000219689
558	9606.ENSP00000219746	NA	NA	TOX3	TOX3
559	9606.ENSP00000219782	NA	NA	MAZ	PUR1
560	9606.ENSP00000219789	NA	NA	CDIPT	PIS
561	9606.ENSP00000219833	NA	NA	SLC6A5	NET1
562	9606.ENSP00000219837	NA	NA	KNOP1	KNOP1
563	9606.ENSP00000219905	NA	NA	MGA	MGA
564	9606.ENSP00000219919	NA	NA	SSC1	AQP9
565	9606.ENSP00000220003	NA	NA	CSK	CSK
566	9606.ENSP00000220058	NA	NA	MTFMT	FMT1
567	9606.ENSP00000220062	NA	NA	RIS	RIS
568	9606.ENSP00000220166	NA	NA	CTSH	9606.ENSP00000220166
569	9606.ENSP00000220325	NA	NA	EHD4	EHD4
570	9606.ENSP00000220420	NA	NA	TGM6	TGM5
571	9606.ENSP00000220429	NA	NA	2553	GABPB2
572	9606.ENSP00000220478	NA	NA	SCG3	SCG3
573	9606.ENSP00000220496	NA	NA	DNAJC17	9606.ENSP00000220496
574	9606.ENSP00000220507	NA	NA	RHOV	RHOV
575	9606.ENSP00000220509	NA	NA	VPS18	VPS18
576	9606.ENSP00000220514	NA	NA	OIP5	9606.ENSP00000220514
577	9606.ENSP00000220531	NA	NA	PA	PA
578	9606.ENSP00000220562	NA	NA	RPR	RPR
579	9606.ENSP00000220592	NA	NA	Q10	Q10
580	9606.ENSP00000220597	NA	NA	PAG1	PAG1
581	9606.ENSP00000220616	NA	NA	TG	TG
582	9606.ENSP00000220659	NA	NA	BRF2	BRF2
583	9606.ENSP00000220669	NA	NA	ZFAND1	9606.ENSP00000220669
584	9606.ENSP00000220676	NA	NA	RP1	RP1
585	9606.ENSP00000220751	NA	NA	RIPK2	RIPK2
586	9606.ENSP00000220763	NA	NA	LCH1	LCH1
587	9606.ENSP00000220764	NA	NA	DECR1	DECR
588	9606.ENSP00000220772	NA	NA	SFRP1	SFRP1
589	9606.ENSP00000220809	NA	NA	TPA	TPA
590	9606.ENSP00000220812	NA	NA	DKK4	DKK4
591	9606.ENSP00000220822	NA	NA	GDAP1	GDAP1
592	9606.ENSP00000220849	NA	NA	EIF3E	INT6
593	9606.ENSP00000220853	NA	NA	EMC2	EMC2
594	9606.ENSP00000220913	NA	NA	CHRAC1	9606.ENSP00000220913
595	9606.ENSP00000220940	NA	NA	GML	GML
596	9606.ENSP00000220966	NA	NA	PYCRL	9606.ENSP00000220966
597	9606.ENSP00000221086	NA	NA	MTMR9	MTMR9
598	9606.ENSP00000221114	NA	NA	DCTN6	DCTN6
599	9606.ENSP00000221130	NA	NA	GSR	GRD1
600	9606.ENSP00000221132	NA	NA	TNFRSF10A	DR4
601	9606.ENSP00000221138	NA	NA	PPP2CB	9606.ENSP00000221138
602	9606.ENSP00000221166	NA	NA	NEFM	NFM
603	9606.ENSP00000221200	NA	NA	KCTD9	KCTD9
604	9606.ENSP00000221233	NA	NA	EXOSC5	9606.ENSP00000221233
605	9606.ENSP00000221265	NA	NA	PD2	PD2
606	9606.ENSP00000221307	NA	NA	CYP4F3	9606.ENSP00000221307
607	9606.ENSP00000221327	NA	NA	ZNF180	9606.ENSP00000221327
608	9606.ENSP00000221399	NA	NA	TULP2	TULP2
609	9606.ENSP00000221403	NA	NA	DHDH	DHDH
610	9606.ENSP00000221418	NA	NA	ECH1	ECH1
611	9606.ENSP00000221419	NA	NA	HNRNPL	HNRPL
612	9606.ENSP00000221421	NA	NA	LHB	9606.ENSP00000221421
613	9606.ENSP00000221444	NA	NA	KCNA7	KV1.7
614	9606.ENSP00000221452	NA	NA	RELB	RELB
615	9606.ENSP00000221455	NA	NA	CLASRP	9606.ENSP00000221455
616	9606.ENSP00000221459	NA	NA	LIN7B	LIN7B
617	9606.ENSP00000221462	NA	NA	PPP1R37	9606.ENSP00000221462
618	9606.ENSP00000221466	NA	NA	FCGRT	9606.ENSP00000221466
619	9606.ENSP00000221476	NA	NA	CKM	CKM
620	9606.ENSP00000221480	NA	NA	PEX11G	9606.ENSP00000221480
621	9606.ENSP00000221485	NA	NA	SLC17A7	9606.ENSP00000221485
622	9606.ENSP00000221486	NA	NA	RNASEH2A	THSD8
623	9606.ENSP00000221494	NA	NA	SF3A2	SF3A2
624	9606.ENSP00000221496	NA	NA	MIS	MIS
625	9606.ENSP00000221498	NA	NA	DKKL1	DKKL1
626	9606.ENSP00000221515	NA	NA	RETN	RETN
627	9606.ENSP00000221538	NA	NA	RSPH6A	9606.ENSP00000221538
628	9606.ENSP00000221543	NA	NA	TBC1D17	9606.ENSP00000221543
629	9606.ENSP00000221561	NA	NA	ESP1	TLE5
630	9606.ENSP00000221566	NA	NA	UBP	UBP
631	9606.ENSP00000221573	NA	NA	SNAPC2	9606.ENSP00000221573
632	9606.ENSP00000221665	NA	NA	FIZ1	FIZ1
633	9606.ENSP00000221671	NA	NA	C19orf44	9606.ENSP00000221671
634	9606.ENSP00000221700	NA	NA	CYP4F2	9606.ENSP00000221700
635	9606.ENSP00000221730	NA	NA	EPHX3	EPHX3
636	9606.ENSP00000221742	NA	NA	SLC1A6	9606.ENSP00000221742
637	9606.ENSP00000221797	NA	NA	LGALS13	PP13
638	9606.ENSP00000221801	NA	NA	FIB	FIB
639	9606.ENSP00000221804	NA	NA	CLC	CLC
640	9606.ENSP00000221847	NA	NA	EBI3	IL27B
641	9606.ENSP00000221855	NA	NA	TBCB	TBCB
642	9606.ENSP00000221856	NA	NA	MIR1	FSD1
643	9606.ENSP00000221859	NA	NA	POLR2I	RPB9
644	9606.ENSP00000221891	NA	NA	C30	C30
645	9606.ENSP00000221922	NA	NA	CCDC9	CCDC9
646	9606.ENSP00000221930	NA	NA	TGFB1	TGFB1
647	9606.ENSP00000221954	NA	NA	NCA	NCA
648	9606.ENSP00000221957	NA	NA	PLIN3	PLIN3
649	9606.ENSP00000221972	NA	NA	MB1	MB1
650	9606.ENSP00000221973	NA	NA	MP19	MP19
651	9606.ENSP00000221978	NA	NA	NKG7	NKG7
652	9606.ENSP00000221980	NA	NA	TLN	TLN
653	9606.ENSP00000221992	NA	NA	CEACAM5	CEA
654	9606.ENSP00000221996	NA	NA	CRX	CRX
655	9606.ENSP00000222002	NA	NA	SULT2A1	STD
656	9606.ENSP00000222005	NA	NA	CDC37	CDC37
657	9606.ENSP00000222008	NA	NA	RABAC1	PRAF1
658	9606.ENSP00000222032	NA	NA	CNFN	CNFN
659	9606.ENSP00000222033	NA	NA	ZNRF4	ZNRF4
660	9606.ENSP00000222115	NA	NA	HAS1	HAS1
661	9606.ENSP00000222120	NA	NA	RAB3D	RAB3D
662	9606.ENSP00000222122	NA	NA	DBP	DBP
663	9606.ENSP00000222139	NA	NA	EPOR	EPOR
664	9606.ENSP00000222145	NA	NA	RAIN	RASIP1
665	9606.ENSP00000222214	NA	NA	GCDH	GCDH
666	9606.ENSP00000222219	NA	NA	DNL2	DNL
667	9606.ENSP00000222224	NA	NA	LENG1	LENG1
668	9606.ENSP00000222247	NA	NA	RPL18A	L18A
669	9606.ENSP00000222248	NA	NA	NIS	NIS
670	9606.ENSP00000222250	NA	NA	ARRDC2	9606.ENSP00000222250
671	9606.ENSP00000222254	NA	NA	P85B	PIK3R2
672	9606.ENSP00000222256	NA	NA	RAB3A	RAB3A
673	9606.ENSP00000222271	NA	NA	MED	TSP5
674	9606.ENSP00000222284	NA	NA	TMEM147	9606.ENSP00000222284
675	9606.ENSP00000222286	NA	NA	GAPDHS	9606.ENSP00000222286
676	9606.ENSP00000222305	NA	NA	USF2	USF2
677	9606.ENSP00000222329	NA	NA	PE2	PE2
678	9606.ENSP00000222330	NA	NA	GSK3A	GSK3A
679	9606.ENSP00000222345	NA	NA	SIPA1L3	9606.ENSP00000222345
680	9606.ENSP00000222374	NA	NA	CADM4	CADM4
681	9606.ENSP00000222381	NA	NA	PON1	PON1
682	9606.ENSP00000222382	NA	NA	CYP3A43	9606.ENSP00000222382
683	9606.ENSP00000222388	NA	NA	ABCF2	ABCF2
684	9606.ENSP00000222390	NA	NA	SF	SF
685	9606.ENSP00000222399	NA	NA	LAMB1	LAMB1
686	9606.ENSP00000222402	NA	NA	UBE2D4	9606.ENSP00000222402
687	9606.ENSP00000222462	NA	NA	WNT16	WNT16
688	9606.ENSP00000222481	NA	NA	CPA2	9606.ENSP00000222481
689	9606.ENSP00000222482	NA	NA	CPA3	9606.ENSP00000222482
690	9606.ENSP00000222511	NA	NA	GTPBP10	9606.ENSP00000222511
691	9606.ENSP00000222543	NA	NA	TFPI2	TFPI2
692	9606.ENSP00000222547	NA	NA	BET1	BET1
693	9606.ENSP00000222553	NA	NA	VF	VF
694	9606.ENSP00000222567	NA	NA	TWISTNB	RPA43
695	9606.ENSP00000222572	NA	NA	PON2	PON2
696	9606.ENSP00000222573	NA	NA	ITGB8	9606.ENSP00000222573
697	9606.ENSP00000222574	NA	NA	HBP1	HBP1
698	9606.ENSP00000222584	NA	NA	SP4	SP4
699	9606.ENSP00000222598	NA	NA	DLX5	DLX5
700	9606.ENSP00000222644	NA	NA	MPP6	VAM1
701	9606.ENSP00000222673	NA	NA	OGDH	OGDH
702	9606.ENSP00000222674	NA	NA	NPVF	RFRP
703	9606.ENSP00000222693	NA	NA	CAV2	CAV2
704	9606.ENSP00000222718	NA	NA	HOXA2	9606.ENSP00000222718
705	9606.ENSP00000222725	NA	NA	LFNG	LFNG
706	9606.ENSP00000222726	NA	NA	HOXA5	9606.ENSP00000222726
707	9606.ENSP00000222728	NA	NA	HOXA6	9606.ENSP00000222728
708	9606.ENSP00000222747	NA	NA	TSPAN12	9606.ENSP00000222747
709	9606.ENSP00000222753	NA	NA	HOXA13	9606.ENSP00000222753
710	9606.ENSP00000222792	NA	NA	CHN2	BCH
711	9606.ENSP00000222800	NA	NA	ABHD11	9606.ENSP00000222800
712	9606.ENSP00000222803	NA	NA	FKBP14	9606.ENSP00000222803
713	9606.ENSP00000222812	NA	NA	STX1A	STX1A
714	9606.ENSP00000222823	NA	NA	NOD1	NOD1
715	9606.ENSP00000222968	NA	NA	PDAP1	PAP1
716	9606.ENSP00000222982	NA	NA	CYP3A5	9606.ENSP00000222982
717	9606.ENSP00000222990	NA	NA	SNX8	SNX8
718	9606.ENSP00000223023	NA	NA	WASL	WASL
719	9606.ENSP00000223026	NA	NA	HYAL4	HYAL4
720	9606.ENSP00000223029	NA	NA	P38	P38
721	9606.ENSP00000223061	NA	NA	PCOLCE	9606.ENSP00000223061
722	9606.ENSP00000223073	NA	NA	RBM28	RBM28
723	9606.ENSP00000223095	NA	NA	SERPINE1	PAI1
724	9606.ENSP00000223114	NA	NA	MOGAT3	MGAT3
725	9606.ENSP00000223127	NA	NA	PLOD3	PLOD3
726	9606.ENSP00000223129	NA	NA	RPA3	RPA3
727	9606.ENSP00000223136	NA	NA	FIS1	FIS1
728	9606.ENSP00000223145	NA	NA	GLCCI1	9606.ENSP00000223145
729	9606.ENSP00000223167	NA	NA	MYL10	MYL10
730	9606.ENSP00000223208	NA	NA	CEP41	CEP41
731	9606.ENSP00000223210	NA	NA	ZNF862	9606.ENSP00000223210
732	9606.ENSP00000223215	NA	NA	PEG1	PEG1
733	9606.ENSP00000223273	NA	NA	YAE1D1	YAE1
734	9606.ENSP00000223293	NA	NA	IMAP2	9606.ENSP00000223293
735	9606.ENSP00000223321	NA	NA	MU	MU
736	9606.ENSP00000223324	NA	NA	MRPL32	9606.ENSP00000223324
737	9606.ENSP00000223357	NA	NA	AEBP1	AEBP1
738	9606.ENSP00000223364	NA	NA	MYL7	9606.ENSP00000223364
739	9606.ENSP00000223366	NA	NA	GK	GK
740	9606.ENSP00000223369	NA	NA	YKT6	YKT6
741	9606.ENSP00000223398	NA	NA	CLIP2	CLIP2
742	9606.ENSP00000223459	NA	NA	ZNF688	9606.ENSP00000223459
743	9606.ENSP00000223500	NA	NA	CHMP5	CHMP5
744	9606.ENSP00000223528	NA	NA	FKTN	FKTN
745	9606.ENSP00000223641	NA	NA	SEC61B	9606.ENSP00000223641
746	9606.ENSP00000223642	NA	NA	C5D	C5D
747	9606.ENSP00000223795	NA	NA	TNFSF8	9606.ENSP00000223795
748	9606.ENSP00000223862	NA	NA	RLN1	RLN1
749	9606.ENSP00000223864	NA	NA	PLGRKT	9606.ENSP00000223864
750	9606.ENSP00000224073	NA	NA	EDF1	EDF1
751	9606.ENSP00000224140	NA	NA	SETX	SETX
752	9606.ENSP00000224181	NA	NA	C8G	C8C
753	9606.ENSP00000224337	NA	NA	BLNK	BLNK
754	9606.ENSP00000224356	NA	NA	CP26	CYP26A1
755	9606.ENSP00000224652	NA	NA	ATE1	ATE1
756	9606.ENSP00000224807	NA	NA	SFXN3	SFXN3
757	9606.ENSP00000224862	NA	NA	PSD	PSD
758	9606.ENSP00000224950	NA	NA	OBFC1	STN1
759	9606.ENSP00000225171	NA	NA	DNAJC12	9606.ENSP00000225171
760	9606.ENSP00000225174	NA	NA	PPIF	PPIF
761	9606.ENSP00000225235	NA	NA	TBC1D12	9606.ENSP00000225235
762	9606.ENSP00000225275	NA	NA	MPO	MPO
763	9606.ENSP00000225276	NA	NA	ST6GALNAC2	9606.ENSP00000225276
764	9606.ENSP00000225296	NA	NA	DHX33	DHX33
765	9606.ENSP00000225298	NA	NA	UTP18	UTP18
766	9606.ENSP00000225328	NA	NA	P2RX5	P2RX5
767	9606.ENSP00000225371	NA	NA	EPX	EPP
768	9606.ENSP00000225387	NA	NA	CRYBA1	9606.ENSP00000225387
769	9606.ENSP00000225388	NA	NA	NUFIP2	9606.ENSP00000225388
770	9606.ENSP00000225430	NA	NA	L19	L19
771	9606.ENSP00000225474	NA	NA	CSF3	CSF3
772	9606.ENSP00000225504	NA	NA	SPT4H	SUPT4H1
773	9606.ENSP00000225512	NA	NA	WNT3	WNT3
774	9606.ENSP00000225519	NA	NA	SHPK	SHPK
775	9606.ENSP00000225525	NA	NA	TIP1	TIP1
776	9606.ENSP00000225538	NA	NA	P2RX1	P2RX1
777	9606.ENSP00000225550	NA	NA	KRT37	KRT37
778	9606.ENSP00000225567	NA	NA	GOSR2	GOSR2
779	9606.ENSP00000225573	NA	NA	PNPO	PNPO
780	9606.ENSP00000225576	NA	NA	TVP23C	9606.ENSP00000225576
781	9606.ENSP00000225577	NA	NA	S6K	9606.ENSP00000225577
782	9606.ENSP00000225609	NA	NA	PIGL	PIGL
783	9606.ENSP00000225655	NA	NA	PFN1	9606.ENSP00000225655
784	9606.ENSP00000225665	NA	NA	SLC25A11	9606.ENSP00000225665
785	9606.ENSP00000225688	NA	NA	RASD1	RASD1
786	9606.ENSP00000225698	NA	NA	P33	P33
787	9606.ENSP00000225719	NA	NA	CPD	GP180
788	9606.ENSP00000225724	NA	NA	P28	P28
789	9606.ENSP00000225726	NA	NA	THNS	THNS
790	9606.ENSP00000225728	NA	NA	MED31	MED31
791	9606.ENSP00000225729	NA	NA	DRG2	DRG2
792	9606.ENSP00000225737	NA	NA	AKAP10	9606.ENSP00000225737
793	9606.ENSP00000225777	NA	NA	SYNGR2	9606.ENSP00000225777
794	9606.ENSP00000225792	NA	NA	DDX5	DDX5
795	9606.ENSP00000225823	NA	NA	HGNC:99	BNC1
796	9606.ENSP00000225831	NA	NA	HC11	MCP1
797	9606.ENSP00000225842	NA	NA	CCL1	CCL1
798	9606.ENSP00000225844	NA	NA	SCYL1	SCYL1
799	9606.ENSP00000225899	NA	NA	KRT32	HA2
800	9606.ENSP00000225916	NA	NA	KAT2A	KAT2A
801	9606.ENSP00000225927	NA	NA	NAGLU	NAG
802	9606.ENSP00000225941	NA	NA	ABI3	ABI3
803	9606.ENSP00000225964	NA	NA	COL1A1	9606.ENSP00000225964
804	9606.ENSP00000225969	NA	NA	MRPL27	9606.ENSP00000225969
805	9606.ENSP00000225972	NA	NA	LRRC59	9606.ENSP00000225972
806	9606.ENSP00000225983	NA	NA	HDAC5	HDAC5
807	9606.ENSP00000226004	NA	NA	DUSP3	9606.ENSP00000226004
808	9606.ENSP00000226021	NA	NA	CACNG1	786
809	9606.ENSP00000226067	NA	NA	HLF	HLF
810	9606.ENSP00000226091	NA	NA	EFNB3	EFNB3
811	9606.ENSP00000226105	NA	NA	MOG1	RANGRF
812	9606.ENSP00000226193	NA	NA	RCVRN	9606.ENSP00000226193
813	9606.ENSP00000226207	NA	NA	MYH1	MYH1
814	9606.ENSP00000226218	NA	NA	VTN	VTN
815	9606.ENSP00000226225	NA	NA	TNFAIP1	B61
816	9606.ENSP00000226230	NA	NA	TMEM97	9606.ENSP00000226230
817	9606.ENSP00000226247	NA	NA	FOXN1	FOXN1
818	9606.ENSP00000226253	NA	NA	ALDOC	ALDOC
819	9606.ENSP00000226279	NA	NA	CD38	CD38
820	9606.ENSP00000226284	NA	NA	IBSP	BSP
821	9606.ENSP00000226299	NA	NA	LAP3	LAP
822	9606.ENSP00000226317	NA	NA	CXCL6	GCP2
823	9606.ENSP00000226319	NA	NA	JADE1	JADE1
824	9606.ENSP00000226355	NA	NA	ALBA	ALBA
825	9606.ENSP00000226382	NA	NA	PHOX2B	9606.ENSP00000226382
826	9606.ENSP00000226413	NA	NA	GNRHR	GNRHR
827	9606.ENSP00000226432	NA	NA	CWH43	9606.ENSP00000226432
828	9606.ENSP00000226444	NA	NA	SULT1E1	STE
829	9606.ENSP00000226460	NA	NA	SMR3A	SMR3A
830	9606.ENSP00000226524	NA	NA	PF4V1	9606.ENSP00000226524
831	9606.ENSP00000226574	NA	NA	NFKB1	NFKB1
832	9606.ENSP00000226578	NA	NA	MANBA	MANBA
833	9606.ENSP00000226730	NA	NA	IL2	IL2
834	9606.ENSP00000226760	NA	NA	WFS1	WFS1
835	9606.ENSP00000226796	NA	NA	GAR1	GAR1
836	9606.ENSP00000226798	NA	NA	FRG1	FRG1
837	9606.ENSP00000226951	NA	NA	CLNK	CLNK
838	9606.ENSP00000227065	NA	NA	FAM149A	9606.ENSP00000227065
839	9606.ENSP00000227155	NA	NA	ST6	ST6
840	9606.ENSP00000227163	NA	NA	SPI1	SPI1
841	9606.ENSP00000227266	NA	NA	PLS	PLS
842	9606.ENSP00000227322	NA	NA	ZPR1	ZPR1
843	9606.ENSP00000227348	NA	NA	CRTAM	CRTAM
844	9606.ENSP00000227349	NA	NA	C11orf63	JHY
845	9606.ENSP00000227451	NA	NA	DTX4	DTX4
846	9606.ENSP00000227471	NA	NA	UNC93B1	9606.ENSP00000227471
847	9606.ENSP00000227474	NA	NA	PUS3	PUS3
848	9606.ENSP00000227507	NA	NA	CCND1	CCND1
849	9606.ENSP00000227520	NA	NA	CCDC86	9606.ENSP00000227520
850	9606.ENSP00000227524	NA	NA	PRP19	PRPF19
851	9606.ENSP00000227525	NA	NA	TMEM109	9606.ENSP00000227525
852	9606.ENSP00000227638	NA	NA	PX1	PX1
853	9606.ENSP00000227667	NA	NA	APOC3	APOC3
854	9606.ENSP00000227752	NA	NA	IL10RA	9606.ENSP00000227752
855	9606.ENSP00000227756	NA	NA	GALNT15	9606.ENSP00000227756
856	9606.ENSP00000227868	NA	NA	PDX1	PDX1
857	9606.ENSP00000227880	NA	NA	SLC15A3	9606.ENSP00000227880
858	9606.ENSP00000227918	NA	NA	MGB1	SCGB2A2
859	9606.ENSP00000228027	NA	NA	DGAT2	DGAT2
860	9606.ENSP00000228136	NA	NA	SMAP	SMAP
861	9606.ENSP00000228251	NA	NA	YBX3	9606.ENSP00000228251
